# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] 
2457286.500000 4.053236e-12 1.681786e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457287.500000 8.112410e-12 3.326169e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457288.500000 3.745659e-11 1.493904e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457289.500000 3.311222e-11 1.323621e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457290.500000 2.358618e-11 9.486851e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457291.500000 4.356652e-11 1.732782e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457292.500000 5.753682e-11 2.276770e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457293.500000 2.793695e-11 1.120229e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457294.500000 7.011154e-12 2.882043e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457295.500000 1.452428e-11 5.893634e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457296.500000 2.049074e-11 8.262985e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457297.500000 1.528580e-11 6.196916e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457298.500000 2.103066e-11 8.476704e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457299.500000 7.682241e-10 2.897690e-09 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457300.500000 8.187019e-10 3.084450e-09 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457301.500000 5.606416e-10 2.127079e-09 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457302.500000 5.269684e-10 2.001618e-09 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457303.500000 5.483956e-11 2.171960e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457304.500000 2.773983e-11 1.112477e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457305.500000 5.254929e-11 2.082889e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457306.500000 8.994430e-11 3.529983e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457307.500000 2.324403e-10 8.963748e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457308.500000 1.901551e-10 7.360365e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457309.500000 2.284651e-10 8.813259e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457310.500000 1.499151e-10 5.828353e-10 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457311.500000 2.884028e-10 1.107755e-09 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457312.500000 1.103296e-11 4.499222e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457313.500000 4.772385e-12 1.975066e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457314.500000 2.661511e-12 1.112173e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457315.500000 3.727422e-12 1.549092e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457316.500000 7.998002e-12 3.280328e-11 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457317.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457318.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457319.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457320.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457321.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457322.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457323.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457324.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457325.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457326.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457327.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457328.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457329.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457330.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457331.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457332.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457333.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457334.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457335.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457336.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457337.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457338.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457339.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457340.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457341.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457342.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457343.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457344.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457345.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457346.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457347.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457348.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457349.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457350.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457351.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457352.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457353.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457354.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457355.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457356.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
2457357.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
