# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] r[10] j[10] r[11] j[11] r[12] j[12] r[13] j[13] r[14] j[14] r[15] j[15] r[16] j[16] r[17] j[17] r[18] j[18] r[19] j[19] r[20] j[20] r[21] j[21] r[22] j[22] r[23] j[23] r[24] j[24] 
1154.000000 6.162576e-08 2.464314e-07 1.711645e-06 6.769215e-06 1.534536e-07 5.983713e-07 1.922310e-08 7.019332e-08 1.333183e-06 5.197805e-06 9.346354e-08 3.348244e-07 2.923589e-07 1.036003e-06 1.959256e-07 7.521389e-07 2.202311e-06 8.895874e-06 3.690806e-08 1.325767e-07 6.852409e-08 2.592709e-07 2.114095e-06 8.809178e-06 8.099211e-06 3.168909e-05 1.742946e-08 7.164492e-08 1.893754e-06 7.485136e-06 1.155515e-06 4.018993e-06 3.155544e-11 1.231382e-10 1.057936e-06 4.173972e-06 2.817821e-07 1.002724e-06 8.177311e-07 3.179663e-06 1.534807e-07 5.458478e-07 4.284690e-06 1.809920e-05 2.391642e-06 9.435331e-06 5.205485e-07 1.897619e-06 1.753268e-07 6.301839e-07 
1179.000000 2.324894e-08 8.173838e-08 7.601621e-07 2.794584e-06 1.344678e-07 5.036302e-07 2.472469e-08 9.574304e-08 6.107047e-07 2.161655e-06 1.978320e-07 7.771265e-07 2.781182e-07 9.918460e-07 3.815362e-07 1.645609e-06 1.538029e-06 5.887798e-06 2.812135e-08 9.857641e-08 1.149059e-07 4.756921e-07 4.781839e-07 1.671273e-06 1.168754e-05 4.835123e-05 1.562087e-08 6.366845e-08 1.088909e-06 3.960205e-06 1.486324e-06 5.408325e-06 5.335231e-12 1.963804e-11 1.352812e-06 5.551507e-06 7.257795e-07 2.969868e-06 1.065686e-06 4.340950e-06 2.203872e-07 8.504839e-07 1.755333e-06 6.378726e-06 3.796986e-06 1.566502e-05 9.004417e-07 3.575613e-06 3.133937e-07 1.172291e-06 
1207.000000 1.166739e-07 4.914979e-07 1.598137e-06 6.631821e-06 1.458161e-07 5.910346e-07 1.292442e-08 4.907334e-08 8.498961e-07 3.158426e-06 1.058297e-07 3.858218e-07 9.648644e-07 4.075541e-06 2.017296e-07 7.903532e-07 1.356145e-06 5.199131e-06 4.713154e-08 1.734268e-07 7.711486e-08 2.923818e-07 6.609666e-07 2.398353e-06 1.049351e-05 4.207159e-05 9.911040e-09 3.443063e-08 2.307776e-06 9.209113e-06 3.605796e-06 1.444276e-05 9.699505e-12 3.812605e-11 1.551291e-06 6.340267e-06 5.224676e-07 2.028067e-06 9.299796e-07 3.685287e-06 2.570752e-07 1.064131e-06 3.637396e-06 1.422665e-05 1.251014e-06 4.476004e-06 4.282123e-07 1.549126e-06 1.778489e-07 6.200320e-07 
1866.000000 1.440564e-08 5.417145e-08 1.596376e-06 6.140792e-06 6.077447e-07 2.546705e-06 2.322026e-08 9.754147e-08 1.385477e-06 5.164415e-06 9.835958e-08 4.060520e-07 1.828552e-07 6.739042e-07 1.839484e-07 7.013361e-07 1.036133e-06 3.692283e-06 6.552255e-08 2.363783e-07 1.914231e-07 6.696063e-07 1.795269e-06 7.177510e-06 5.097170e-06 1.797415e-05 2.789007e-09 9.987576e-09 9.505344e-07 3.316385e-06 9.212777e-07 3.316735e-06 3.118177e-11 1.257287e-10 1.114867e-06 4.125856e-06 1.070023e-06 4.314078e-06 9.854293e-07 3.722389e-06 2.960926e-07 1.157803e-06 1.594365e-06 5.995329e-06 2.449135e-06 9.087902e-06 2.104083e-07 7.435813e-07 9.491095e-07 3.524476e-06 
1871.000000 3.303121e-08 1.383928e-07 1.843894e-06 7.290496e-06 4.558050e-07 1.843459e-06 2.118703e-08 8.935591e-08 8.008793e-07 2.822931e-06 9.424794e-08 3.829346e-07 3.395923e-07 1.348650e-06 9.200215e-08 3.271166e-07 2.490633e-06 9.815198e-06 1.018198e-07 3.836731e-07 6.838839e-07 2.803180e-06 1.225321e-06 4.658118e-06 1.499999e-05 6.077555e-05 3.733523e-09 1.393323e-08 2.060573e-06 7.861063e-06 1.489738e-06 5.607438e-06 6.082721e-11 2.262771e-10 9.186703e-07 3.286820e-06 1.190516e-06 4.878723e-06 8.126767e-07 3.004085e-06 1.583741e-07 5.693721e-07 8.676430e-07 3.048261e-06 2.217391e-06 8.172070e-06 6.605949e-07 2.704338e-06 1.369634e-06 5.344910e-06 
1878.000000 1.950101e-08 7.454390e-08 8.987069e-07 3.252380e-06 2.131267e-07 7.788246e-07 3.706364e-09 1.318766e-08 9.278885e-07 3.320587e-06 4.262550e-08 1.525924e-07 2.742248e-07 1.055741e-06 1.349961e-07 5.028611e-07 1.756067e-06 6.615765e-06 1.606107e-07 6.562645e-07 7.044798e-07 2.917567e-06 8.929898e-07 3.289368e-06 5.175527e-06 1.835943e-05 3.287042e-09 1.244035e-08 1.778021e-06 6.590745e-06 3.212695e-06 1.345592e-05 1.436119e-10 6.006244e-10 1.714588e-06 6.569857e-06 5.392145e-07 1.976221e-06 5.971246e-07 2.120540e-06 2.408329e-07 9.131841e-07 1.335079e-06 4.939464e-06 4.025294e-06 1.611154e-05 3.701724e-07 1.401252e-06 8.645461e-07 3.147508e-06 
1882.000000 2.225050e-08 8.663308e-08 2.585339e-06 1.074436e-05 4.286113e-07 1.720924e-06 3.644282e-09 1.292389e-08 6.876325e-07 2.399785e-06 8.651199e-08 3.363940e-07 3.885583e-07 1.533981e-06 1.693408e-07 6.534748e-07 1.721839e-06 6.497370e-06 7.033844e-08 2.584901e-07 3.566162e-07 1.329823e-06 2.218269e-06 9.341670e-06 3.909132e-06 1.348480e-05 4.118476e-09 1.599695e-08 1.574539e-06 5.743945e-06 2.196217e-06 8.609179e-06 5.870891e-11 2.168334e-10 2.761236e-06 1.150079e-05 7.230021e-07 2.738227e-06 4.999603e-07 1.742688e-06 1.921785e-07 7.123047e-07 2.915114e-06 1.200658e-05 3.945936e-06 1.584441e-05 4.891032e-07 1.907200e-06 5.414307e-07 1.878706e-06 
1884.000000 2.404730e-08 9.399933e-08 2.847106e-06 1.213733e-05 1.470831e-07 5.204553e-07 3.473464e-09 1.219904e-08 7.247156e-07 2.534729e-06 9.929846e-08 3.937436e-07 4.105182e-07 1.617313e-06 1.532274e-07 5.825652e-07 1.973080e-06 7.536098e-06 9.774150e-08 3.619994e-07 5.760012e-07 2.278239e-06 1.783861e-06 7.205251e-06 8.794089e-06 3.320050e-05 3.577908e-09 1.358941e-08 1.936953e-06 7.241673e-06 1.299618e-06 4.770276e-06 5.572464e-11 2.060441e-10 2.764066e-06 1.155088e-05 1.167593e-06 4.734550e-06 5.438685e-07 1.906773e-06 1.702853e-07 6.249451e-07 2.606450e-06 1.055604e-05 1.563098e-06 5.591312e-06 5.778286e-07 2.308122e-06 4.330955e-07 1.469429e-06 
1887.000000 9.995326e-09 3.526303e-08 1.232216e-06 4.594324e-06 1.372210e-07 4.814132e-07 1.081266e-08 4.334058e-08 7.027854e-07 2.459474e-06 5.519918e-08 2.018699e-07 5.193957e-07 2.115482e-06 9.540919e-08 3.443662e-07 1.493702e-06 5.603423e-06 1.136617e-07 4.304425e-07 6.554218e-07 2.635630e-06 1.747728e-06 7.079201e-06 7.732987e-06 2.879113e-05 4.040274e-09 1.518378e-08 1.797771e-06 6.695212e-06 1.186474e-06 4.307029e-06 7.810208e-11 2.956165e-10 2.920042e-06 1.228664e-05 1.089540e-06 4.466507e-06 7.694309e-07 2.800478e-06 1.515876e-07 5.437636e-07 1.991802e-06 7.727404e-06 1.372079e-06 4.847400e-06 6.491895e-07 2.641844e-06 2.439407e-06 1.042795e-05 
1890.000000 9.926043e-09 3.504316e-08 1.095267e-06 4.011938e-06 3.693305e-07 1.436410e-06 1.050373e-08 4.254817e-08 8.075400e-07 2.879924e-06 4.546654e-08 1.610707e-07 4.730473e-07 1.900680e-06 9.755173e-08 3.500877e-07 2.513728e-06 1.011655e-05 1.308586e-07 5.072487e-07 3.716491e-07 1.401822e-06 1.157710e-06 4.421726e-06 9.581679e-06 3.651752e-05 7.148141e-09 2.869220e-08 1.730534e-06 6.380408e-06 2.243265e-06 8.776562e-06 4.647199e-11 1.632909e-10 1.058711e-06 3.858606e-06 1.137739e-06 4.749259e-06 9.922837e-07 3.695188e-06 5.116384e-07 2.154958e-06 2.766999e-06 1.129103e-05 1.754125e-06 6.366756e-06 8.119564e-07 3.394228e-06 2.731631e-06 1.196128e-05 
1901.000000 3.095629e-08 1.255803e-07 1.073624e-06 3.909879e-06 4.935467e-07 1.949237e-06 3.405619e-09 1.196084e-08 1.682571e-06 6.537852e-06 7.709850e-08 2.886341e-07 4.984089e-07 2.001240e-06 2.234709e-07 8.929555e-07 8.172552e-07 2.873878e-06 1.768376e-07 7.239716e-07 6.195139e-07 2.479247e-06 1.637389e-06 6.531642e-06 1.590370e-05 6.479451e-05 5.046512e-09 1.841487e-08 1.761063e-06 6.441010e-06 2.011074e-06 7.706670e-06 5.810776e-11 2.160458e-10 1.760935e-06 6.849200e-06 4.054328e-07 1.469278e-06 1.513203e-06 5.977742e-06 2.460031e-07 9.053959e-07 1.004831e-06 3.620639e-06 1.744247e-06 6.450895e-06 6.946399e-07 2.831522e-06 2.292199e-06 9.525840e-06 
1907.000000 2.855623e-08 1.195448e-07 2.370229e-06 9.481324e-06 5.335039e-07 2.117849e-06 1.678842e-08 6.739671e-08 1.549611e-06 5.936360e-06 7.275010e-08 2.740503e-07 1.727654e-07 6.154604e-07 2.783165e-07 1.157205e-06 1.234399e-06 4.532006e-06 9.519980e-08 3.556803e-07 3.381987e-07 1.255854e-06 6.013305e-07 2.128577e-06 1.637293e-05 6.673243e-05 1.065979e-08 4.460210e-08 2.000908e-06 7.477849e-06 2.745198e-06 1.100037e-05 1.017922e-10 4.163165e-10 1.656695e-06 6.397685e-06 6.138911e-07 2.346879e-06 1.474126e-06 5.806170e-06 1.788826e-07 6.335025e-07 9.144599e-07 3.246414e-06 1.470435e-06 5.350094e-06 5.071475e-07 1.989810e-06 1.416812e-06 5.447879e-06 
1908.000000 2.732510e-08 1.143164e-07 2.193330e-06 8.689440e-06 5.256489e-07 2.088226e-06 1.907126e-08 7.739990e-08 1.528277e-06 5.833394e-06 1.119570e-07 4.458922e-07 1.646414e-07 5.946273e-07 2.641489e-07 1.097050e-06 1.091403e-06 3.958524e-06 1.286409e-07 4.974648e-07 3.494817e-07 1.301829e-06 6.045711e-07 2.143278e-06 1.680751e-05 6.870265e-05 9.768248e-09 4.049234e-08 2.376831e-06 9.042038e-06 1.173854e-06 4.219374e-06 2.875627e-11 1.192163e-10 1.676541e-06 6.490117e-06 6.520089e-07 2.521632e-06 1.294229e-06 5.021160e-06 1.587929e-07 5.562753e-07 9.320759e-07 3.320305e-06 1.539438e-06 5.617201e-06 4.497356e-07 1.738072e-06 1.274338e-06 4.847582e-06 
1909.000000 2.726786e-08 1.142367e-07 2.322888e-06 9.247667e-06 4.933355e-07 1.938393e-06 1.864288e-08 7.467364e-08 2.306707e-06 9.370519e-06 1.191948e-07 4.822903e-07 1.623757e-07 5.847206e-07 2.566285e-07 1.068844e-06 9.293595e-07 3.322085e-06 1.181076e-07 4.541786e-07 3.771357e-07 1.414081e-06 5.628984e-07 1.979562e-06 1.684036e-05 6.877671e-05 9.940677e-09 4.108432e-08 2.411874e-06 9.212082e-06 1.229504e-06 4.440374e-06 1.858210e-11 7.789925e-11 1.133000e-06 4.186311e-06 7.371975e-07 2.885160e-06 1.323564e-06 5.139097e-06 2.585752e-07 9.527116e-07 9.995623e-07 3.589731e-06 1.423127e-06 5.156046e-06 4.891922e-07 1.907035e-06 1.179913e-06 4.451146e-06 
1912.000000 2.253494e-08 9.276744e-08 6.821141e-07 2.361603e-06 7.154131e-07 3.004761e-06 2.000229e-08 7.954691e-08 2.245621e-06 8.932978e-06 1.000706e-07 3.963150e-07 4.079403e-07 1.660476e-06 2.400963e-07 9.912647e-07 1.486073e-06 5.596114e-06 1.232488e-07 4.756394e-07 2.982883e-07 1.086158e-06 1.418318e-06 5.525835e-06 1.615360e-05 6.572627e-05 2.691862e-09 9.522300e-09 2.389169e-06 9.101599e-06 3.085888e-06 1.250080e-05 4.009707e-12 1.536332e-11 1.332837e-06 5.025823e-06 3.325192e-07 1.186600e-06 1.722177e-06 6.944003e-06 2.248054e-07 8.168814e-07 8.785373e-07 3.108182e-06 1.257937e-06 4.510586e-06 2.622672e-07 9.466168e-07 5.777868e-07 2.027850e-06 
1913.000000 2.314901e-08 9.517800e-08 6.944184e-07 2.408787e-06 7.322904e-07 3.106038e-06 1.312008e-08 4.926514e-08 2.056414e-06 8.071905e-06 9.852700e-08 3.941347e-07 4.388666e-07 1.797348e-06 2.522096e-07 1.057848e-06 1.537290e-06 5.812523e-06 1.331806e-07 5.195661e-07 6.964894e-07 2.850874e-06 1.448073e-06 5.669157e-06 1.030383e-05 3.921764e-05 3.279031e-09 1.174354e-08 2.340800e-06 8.915991e-06 3.276060e-06 1.345998e-05 1.661529e-12 6.265986e-12 1.352743e-06 5.111652e-06 3.333846e-07 1.190853e-06 1.864699e-06 7.617539e-06 2.436531e-07 8.926774e-07 8.074168e-07 2.832019e-06 1.116560e-06 3.962892e-06 2.376462e-07 8.507381e-07 5.082073e-07 1.762685e-06 
1914.000000 1.021638e-08 3.738558e-08 1.821844e-06 7.046826e-06 7.727309e-07 3.300867e-06 1.451047e-08 5.456427e-08 1.895266e-06 7.383139e-06 3.515740e-08 1.234696e-07 4.217401e-07 1.714016e-06 2.705948e-07 1.149806e-06 1.691931e-06 6.487998e-06 1.883658e-07 7.810262e-07 7.081400e-07 2.919667e-06 1.492598e-06 5.851702e-06 1.134683e-05 4.366328e-05 3.558312e-09 1.292852e-08 2.347456e-06 8.944751e-06 3.014523e-06 1.225796e-05 1.714448e-12 6.397794e-12 2.270598e-06 9.262652e-06 3.205361e-07 1.136637e-06 1.946184e-06 8.053629e-06 5.734086e-07 2.378353e-06 7.517162e-07 2.616405e-06 1.287315e-06 4.635977e-06 2.312363e-07 8.233373e-07 5.240745e-07 1.822276e-06 
1915.000000 1.174888e-08 4.326787e-08 1.624540e-06 6.187836e-06 7.688038e-07 3.267931e-06 1.433230e-08 5.397914e-08 2.002113e-06 7.851754e-06 3.857276e-08 1.368947e-07 4.024870e-07 1.619038e-06 1.646294e-07 6.444206e-07 2.301522e-06 9.209388e-06 2.029139e-07 8.481391e-07 7.046200e-07 2.919380e-06 1.336833e-06 5.175088e-06 1.058188e-05 4.030742e-05 9.063536e-09 3.779698e-08 2.626777e-06 1.016152e-05 2.780365e-06 1.120401e-05 3.600078e-12 1.343300e-11 2.441455e-06 1.007765e-05 7.782321e-07 3.111702e-06 1.782788e-06 7.286670e-06 5.823307e-07 2.403892e-06 8.178431e-07 2.862904e-06 1.453964e-06 5.314895e-06 7.086351e-07 2.923180e-06 5.752964e-07 2.015706e-06 
1918.000000 9.878541e-09 3.606910e-08 1.226446e-06 4.596678e-06 1.809637e-07 6.346386e-07 1.020976e-08 3.725981e-08 2.978325e-06 1.240279e-05 3.678873e-08 1.303698e-07 4.908161e-07 2.033740e-06 1.357227e-07 5.147971e-07 2.372564e-06 9.537566e-06 1.779564e-07 7.215909e-07 5.643205e-07 2.310097e-06 8.173814e-07 2.990386e-06 1.595809e-05 6.446217e-05 8.748949e-09 3.613613e-08 2.518172e-06 9.678575e-06 8.122123e-07 2.834268e-06 6.322307e-12 2.542545e-11 9.776911e-07 3.566032e-06 6.502206e-07 2.545761e-06 1.377938e-06 5.368788e-06 5.815932e-07 2.408947e-06 2.766997e-06 1.119116e-05 2.262849e-06 8.778826e-06 7.270840e-07 2.970686e-06 1.582948e-06 6.255007e-06 
1920.000000 2.411094e-08 1.019975e-07 1.078898e-06 3.995714e-06 1.912674e-07 6.737291e-07 6.124884e-09 2.116285e-08 3.114968e-06 1.312776e-05 1.270423e-07 5.240880e-07 1.494109e-07 5.293212e-07 9.622763e-08 3.510740e-07 2.355217e-06 9.507891e-06 2.084631e-07 8.739638e-07 1.777244e-07 6.295395e-07 8.537433e-07 3.135927e-06 1.679457e-05 6.829804e-05 9.562714e-09 3.973353e-08 2.269061e-06 8.635276e-06 9.591877e-07 3.387970e-06 4.193096e-12 1.654346e-11 9.650533e-07 3.521102e-06 7.269158e-07 2.891781e-06 1.507887e-06 5.953574e-06 2.409644e-07 8.806107e-07 2.743154e-06 1.109993e-05 2.246314e-06 8.706819e-06 6.386389e-07 2.553872e-06 1.812950e-06 7.312367e-06 
1923.000000 2.465696e-08 1.045158e-07 1.290119e-06 4.859569e-06 4.432710e-07 1.725298e-06 5.807532e-09 2.015144e-08 2.129064e-06 8.438449e-06 1.316894e-07 5.534746e-07 1.392703e-07 4.906199e-07 1.083499e-07 3.983266e-07 2.360899e-06 9.388665e-06 2.005276e-07 8.308957e-07 2.121797e-07 7.653034e-07 5.663926e-07 1.987868e-06 1.761614e-05 7.242203e-05 4.591931e-09 1.742983e-08 1.985447e-06 7.494043e-06 3.551297e-06 1.492369e-05 3.412305e-13 1.321708e-12 1.387005e-06 5.294543e-06 6.659010e-07 2.606468e-06 8.618242e-07 3.154513e-06 1.845504e-07 6.529643e-07 9.350791e-07 3.320549e-06 2.777783e-06 1.112716e-05 6.386967e-07 2.562490e-06 1.024732e-06 3.815187e-06 
1925.000000 1.721833e-08 6.725716e-08 1.344191e-06 5.103595e-06 4.278789e-07 1.647447e-06 1.489579e-08 5.831167e-08 2.312942e-06 9.269175e-06 8.269750e-08 3.221846e-07 2.856230e-07 1.088755e-06 9.341601e-08 3.364012e-07 2.293930e-06 9.131555e-06 7.001472e-08 2.509602e-07 1.920108e-07 6.866658e-07 5.402155e-07 1.894990e-06 8.372501e-06 3.111982e-05 5.426395e-09 2.103646e-08 1.607812e-06 5.919503e-06 3.362854e-06 1.401996e-05 2.191577e-13 7.621363e-13 1.342688e-06 5.106147e-06 6.347526e-07 2.475374e-06 7.593732e-07 2.779885e-06 1.420676e-07 4.928818e-07 9.420594e-07 3.340538e-06 2.373933e-06 9.295172e-06 2.440750e-07 8.714508e-07 1.246742e-06 4.736544e-06 
1931.000000 1.032498e-08 3.782736e-08 1.944444e-06 7.742955e-06 3.911263e-07 1.477930e-06 1.797961e-08 7.313783e-08 1.189048e-06 4.398200e-06 1.127652e-07 4.547909e-07 4.588073e-07 1.843587e-06 2.284647e-07 9.404557e-07 2.340184e-06 9.431658e-06 7.119095e-08 2.584552e-07 4.649653e-07 1.851598e-06 2.135023e-06 9.039447e-06 1.624399e-05 6.589345e-05 5.379108e-09 2.138670e-08 1.286328e-06 4.636858e-06 1.638723e-06 6.149624e-06 5.341614e-14 2.173227e-13 1.904467e-06 7.535816e-06 5.813129e-07 2.245825e-06 4.570649e-07 1.594365e-06 7.057729e-07 2.967289e-06 3.220690e-06 1.350185e-05 1.501549e-06 5.588057e-06 5.988590e-07 2.435533e-06 6.200002e-07 2.183214e-06 
