# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] r[10] j[10] r[11] j[11] r[12] j[12] r[13] j[13] r[14] j[14] r[15] j[15] r[16] j[16] r[17] j[17] r[18] j[18] r[19] j[19] r[20] j[20] r[21] j[21] r[22] j[22] r[23] j[23] r[24] j[24] 
1331.000000 1.992547e-12 8.414050e-12 3.267895e-09 1.334519e-08 9.342578e-08 3.370551e-07 3.381501e-09 1.329923e-08 2.039335e-07 8.651573e-07 3.841784e-06 1.379816e-05 1.615035e-10 6.411553e-10 3.370535e-07 1.187126e-06 1.904832e-11 7.810317e-11 2.887892e-10 1.135731e-09 3.426926e-08 1.385446e-07 2.241054e-04 8.127613e-04 1.519960e-06 5.907392e-06 2.143041e-08 8.543011e-08 6.262412e-06 2.327016e-05 7.096144e-04 2.522849e-03 2.235008e-09 7.869524e-09 3.956348e-08 1.508917e-07 1.219905e-04 4.264420e-04 5.774492e-08 2.271835e-07 8.915532e-05 3.260192e-04 1.228615e-03 4.351468e-03 1.713765e-09 6.294224e-09 1.891766e-07 7.879101e-07 9.115403e-07 3.273055e-06 
1596.000000 6.427268e-11 2.494250e-10 6.101168e-08 2.360765e-07 4.527060e-11 1.870316e-10 3.488671e-09 1.366369e-08 2.447797e-06 9.807293e-06 7.145363e-10 2.997422e-09 2.091515e-10 8.387907e-10 3.060750e-09 1.197086e-08 1.629140e-11 6.762959e-11 6.288468e-07 2.163340e-06 6.779600e-06 2.491434e-05 4.775207e-05 1.805113e-04 3.738278e-07 1.467771e-06 3.488974e-06 1.243563e-05 8.291315e-06 2.970684e-05 9.624764e-07 3.838846e-06 4.796110e-11 1.806292e-10 1.625359e-07 6.037256e-07 3.732163e-05 1.338630e-04 3.734368e-09 1.561987e-08 1.485577e-04 5.417919e-04 1.012286e-07 4.170018e-07 1.718529e-11 6.802082e-11 1.430415e-07 5.995472e-07 1.215957e-07 4.564181e-07 
1601.000000 5.239343e-10 1.956320e-09 4.199907e-08 1.639085e-07 4.746793e-10 1.876152e-09 7.489370e-10 3.013729e-09 5.928588e-05 2.243083e-04 1.669655e-08 6.614027e-08 3.031741e-08 1.106528e-07 1.414237e-09 5.612128e-09 1.541802e-08 5.647521e-08 2.947787e-09 1.118054e-08 2.779932e-06 1.038259e-05 9.944809e-05 3.703996e-04 7.783850e-06 2.886385e-05 8.316375e-07 3.043845e-06 4.994577e-07 1.884813e-06 2.810805e-06 1.097547e-05 9.453266e-13 3.786447e-12 2.127227e-10 8.917676e-10 3.560049e-08 1.453300e-07 2.221096e-05 7.909058e-05 5.623899e-04 2.008942e-03 1.393976e-06 5.459832e-06 1.219597e-09 4.467860e-09 4.033216e-07 1.653463e-06 1.205844e-06 4.345153e-06 
1952.000000 6.066120e-10 2.259670e-09 1.892597e-06 6.773602e-06 4.244764e-11 1.771918e-10 9.316887e-11 3.849665e-10 7.664355e-05 2.830161e-04 3.613520e-09 1.446349e-08 2.166398e-07 7.532809e-07 3.006308e-08 1.109437e-07 3.197705e-09 1.187189e-08 1.029105e-11 4.298390e-11 7.032931e-05 2.536650e-04 2.217175e-04 8.047310e-04 1.162510e-08 4.857673e-08 6.030882e-09 2.406195e-08 8.347926e-08 3.270246e-07 2.295362e-05 8.424728e-05 1.758556e-12 7.019765e-12 3.419359e-09 1.356691e-08 1.596166e-07 6.317993e-07 1.196632e-05 4.344653e-05 2.954019e-07 1.194194e-06 3.263030e-06 1.261751e-05 1.976779e-09 7.078428e-09 1.660254e-06 6.690961e-06 1.195267e-08 4.530928e-08 
1956.000000 1.180931e-09 4.345381e-09 5.170135e-06 1.816068e-05 1.033073e-10 4.242326e-10 6.329387e-07 2.216022e-06 2.486507e-06 9.774408e-06 9.029563e-10 3.707682e-09 5.899936e-09 2.193305e-08 3.874394e-08 1.424769e-07 2.042294e-11 8.301666e-11 1.661762e-10 6.601668e-10 1.467645e-05 5.464262e-05 1.798074e-04 6.552788e-04 1.066787e-05 3.923725e-05 2.647004e-07 9.859435e-07 8.826918e-08 3.452946e-07 6.711894e-05 2.420651e-04 4.967175e-12 1.951830e-11 9.930168e-08 3.693074e-07 1.021285e-05 3.741359e-05 2.850510e-06 1.064889e-05 5.135346e-06 1.967352e-05 2.474536e-07 1.003700e-06 7.630856e-11 2.904186e-10 1.929393e-06 7.732117e-06 1.326869e-07 4.815177e-07 
1978.000000 6.039100e-12 2.459477e-11 2.340363e-10 9.897811e-10 2.617093e-07 9.310749e-07 2.142219e-08 7.953708e-08 5.640835e-03 1.921606e-02 3.638473e-06 1.269553e-05 1.051234e-09 4.055668e-09 7.328922e-10 2.896787e-09 9.107378e-12 3.754450e-11 3.687690e-08 1.330723e-07 8.165812e-07 3.192238e-06 5.530334e-07 2.254177e-06 4.870781e-07 1.901613e-06 4.186704e-07 1.545490e-06 1.505484e-08 6.110008e-08 1.990265e-07 7.991576e-07 1.075154e-12 4.327288e-12 6.468797e-07 2.327713e-06 9.786458e-06 3.576284e-05 3.273439e-06 1.220994e-05 6.241426e-06 2.393643e-05 2.283386e-08 9.623907e-08 5.042031e-13 2.039056e-12 7.317266e-04 2.621175e-03 7.974042e-11 3.330892e-10 
1980.000000 2.092114e-11 8.335239e-11 2.180898e-10 9.235556e-10 5.588505e-07 1.960519e-06 1.125969e-08 4.238424e-08 3.083173e-05 1.159130e-04 1.629325e-06 5.769008e-06 7.428053e-10 2.876149e-09 4.209793e-07 1.481963e-06 1.352843e-11 5.539666e-11 2.498930e-08 9.083363e-08 3.879854e-08 1.601843e-07 1.134773e-06 4.563616e-06 1.339245e-06 5.117317e-06 3.268778e-07 1.211968e-06 2.002612e-08 8.083684e-08 3.943628e-08 1.628862e-07 7.534723e-13 3.042669e-12 6.885960e-07 2.475198e-06 2.334835e-04 8.056036e-04 8.415947e-06 3.084674e-05 2.125234e-05 7.957231e-05 5.468978e-08 2.267993e-07 3.778476e-13 1.517809e-12 1.273226e-03 4.514318e-03 1.255179e-10 5.198732e-10 
2314.000000 8.119861e-13 3.363830e-12 2.615994e-08 1.017702e-07 1.820169e-08 6.784009e-08 3.364724e-09 1.286984e-08 3.902565e-07 1.588058e-06 1.056673e-06 3.694434e-06 1.294379e-07 4.561830e-07 3.310730e-12 1.418589e-11 8.863966e-11 3.531132e-10 1.146880e-07 4.067626e-07 2.677749e-08 1.122962e-07 9.390427e-05 3.402905e-04 2.591920e-08 1.068249e-07 1.319670e-07 4.895323e-07 7.242590e-05 2.517760e-04 1.519803e-05 5.573856e-05 9.105891e-14 3.544508e-13 1.025504e-06 3.587390e-06 5.397889e-05 1.905710e-04 6.148123e-09 2.547816e-08 3.572710e-07 1.433304e-06 5.005456e-07 1.988876e-06 6.455448e-09 2.237149e-08 2.702575e-04 1.001648e-03 1.425015e-05 4.897575e-05 
2316.000000 8.425114e-13 3.499088e-12 1.349037e-08 5.314116e-08 1.321632e-08 4.955724e-08 4.012019e-09 1.529366e-08 5.767684e-07 2.329782e-06 8.651053e-08 3.167797e-07 1.422300e-07 5.004566e-07 3.249370e-07 1.133779e-06 4.066968e-10 1.575012e-09 3.596816e-08 1.303815e-07 8.877280e-06 3.335736e-05 1.065900e-04 3.852007e-04 2.415508e-08 9.970778e-08 3.484510e-06 1.213427e-05 1.058476e-05 3.821102e-05 8.458603e-06 3.135160e-05 1.189667e-09 4.178321e-09 1.495738e-07 5.407634e-07 7.341460e-08 2.934773e-07 2.106585e-08 8.531588e-08 5.810207e-07 2.310300e-06 2.393358e-07 9.638989e-07 6.977927e-10 2.525070e-09 4.786457e-07 1.990320e-06 6.253902e-10 2.595207e-09 
2330.000000 1.077124e-10 4.132298e-10 1.159625e-09 4.777769e-09 6.265993e-10 2.486230e-09 3.930904e-10 1.562735e-09 5.392723e-07 2.175422e-06 1.033898e-07 3.775230e-07 1.790562e-09 6.810369e-09 7.467417e-08 2.676422e-07 4.633267e-08 1.646273e-07 7.033211e-12 2.970850e-11 7.445692e-05 2.698847e-04 2.299818e-05 8.517272e-05 2.554666e-06 9.666373e-06 4.743855e-07 1.719371e-06 1.619307e-05 5.794935e-05 1.040423e-05 3.839292e-05 1.367776e-13 5.432700e-13 1.461043e-08 5.521143e-08 6.308594e-09 2.644552e-08 2.322264e-08 9.375954e-08 1.616513e-05 6.081982e-05 5.988100e-06 2.267353e-05 7.258083e-12 2.854759e-11 4.296987e-06 1.706267e-05 8.306029e-08 3.146690e-07 
2332.000000 1.934545e-10 7.342214e-10 1.246667e-09 5.143648e-09 1.119544e-10 4.590176e-10 1.700285e-08 6.296783e-08 1.267129e-06 5.042707e-06 2.555509e-08 9.572714e-08 2.969662e-09 1.119237e-08 4.600771e-08 1.663513e-07 5.807180e-08 2.049187e-07 6.297231e-11 2.556075e-10 9.474778e-05 3.420214e-04 1.824746e-05 6.786551e-05 1.320604e-07 5.272719e-07 6.690880e-07 2.409227e-06 1.770774e-05 6.335903e-05 8.912418e-06 3.297936e-05 2.156297e-13 8.638255e-13 2.464413e-08 9.220993e-08 4.611980e-09 1.944225e-08 1.265807e-08 5.167580e-08 7.490865e-04 2.629508e-03 3.826835e-06 1.459716e-05 2.847006e-12 1.136176e-11 1.715825e-06 6.945750e-06 1.103920e-07 4.161480e-07 
2338.000000 3.675834e-10 1.379208e-09 3.653379e-10 1.542946e-09 1.924731e-08 7.152758e-08 1.358135e-08 5.036354e-08 2.615543e-06 1.025610e-05 4.955937e-08 1.830127e-07 3.880797e-07 1.334728e-06 8.454803e-10 3.294124e-09 2.736483e-08 9.775299e-08 1.063109e-09 4.106424e-09 3.667250e-05 1.347719e-04 4.604186e-07 1.829042e-06 4.877067e-05 1.740820e-04 8.750397e-07 3.131278e-06 8.870692e-08 3.493702e-07 1.177155e-05 4.331993e-05 3.814546e-10 1.371723e-09 3.844259e-08 1.423510e-07 1.561800e-05 5.674860e-05 2.531963e-06 9.368134e-06 6.242655e-08 2.602137e-07 3.080765e-07 1.231922e-06 4.133457e-09 1.451011e-08 1.155387e-04 4.319537e-04 8.318624e-09 3.283298e-08 
2340.000000 1.335890e-10 5.108445e-10 4.832045e-10 2.029634e-09 1.605983e-08 5.988562e-08 5.332994e-09 2.012164e-08 4.944055e-06 1.916413e-05 2.343164e-08 8.773647e-08 1.205032e-07 4.235512e-07 7.359163e-10 2.874564e-09 1.879382e-08 6.760644e-08 4.349392e-10 1.707966e-09 3.122721e-05 1.151271e-04 4.549899e-05 1.657536e-04 2.940155e-08 1.205159e-07 2.063734e-07 7.601132e-07 1.285025e-07 5.024978e-07 2.410432e-07 9.538415e-07 8.364135e-10 2.964109e-09 6.519168e-07 2.290846e-06 2.438072e-06 9.168128e-06 5.590613e-06 2.038845e-05 5.304016e-08 2.217741e-07 1.902042e-07 7.674027e-07 3.097817e-09 1.094677e-08 2.700055e-04 9.939056e-04 1.956922e-09 7.952858e-09 
2342.000000 3.010576e-09 1.084407e-08 6.001669e-07 2.214898e-06 7.822515e-11 3.222651e-10 1.596344e-08 5.900048e-08 9.758075e-05 3.578888e-04 3.220037e-08 1.198833e-07 1.671010e-10 6.640692e-10 5.121092e-10 2.014348e-09 8.795642e-09 3.209173e-08 1.545998e-07 5.442127e-07 2.339102e-05 8.690750e-05 4.385448e-05 1.598549e-04 3.841844e-08 1.566931e-07 2.197908e-07 8.085897e-07 3.000455e-08 1.202059e-07 6.788858e-08 2.749988e-07 1.273002e-09 4.476291e-09 5.935348e-07 2.088827e-06 6.501026e-06 2.400573e-05 4.955039e-07 1.885468e-06 7.050090e-08 2.935233e-07 2.467635e-04 8.732740e-04 1.382702e-09 4.959575e-09 2.161716e-05 8.325861e-05 1.119812e-09 4.598305e-09 
2346.000000 8.942858e-13 3.703368e-12 2.030312e-09 8.332107e-09 4.537649e-08 1.663346e-07 2.273145e-11 9.492203e-11 1.578458e-04 5.751017e-04 3.094756e-10 1.255038e-09 6.765909e-09 2.512452e-08 1.728020e-08 6.385483e-08 1.037688e-11 4.283063e-11 1.382648e-07 4.876912e-07 2.000631e-05 7.455074e-05 1.636623e-07 6.610046e-07 1.995301e-05 7.257536e-05 8.922938e-10 3.642382e-09 1.349937e-08 5.486361e-08 5.928667e-08 2.405440e-07 6.488958e-13 2.608942e-12 4.159242e-09 1.600270e-08 3.711258e-06 1.388306e-05 1.561822e-07 6.070701e-07 8.148777e-07 3.236227e-06 4.596029e-04 1.608594e-03 8.448880e-10 3.063448e-09 1.643140e-07 6.911002e-07 5.485362e-06 1.926137e-05 
2356.000000 2.930518e-09 1.057170e-08 4.900391e-06 1.739482e-05 6.167946e-10 2.450424e-09 2.945417e-11 1.219295e-10 1.161496e-06 4.638806e-06 3.130235e-10 1.272517e-09 2.080009e-09 7.904431e-09 1.544935e-10 6.222793e-10 7.257380e-09 2.661675e-08 7.699756e-08 2.755743e-07 3.885053e-05 1.427391e-04 1.066209e-04 3.815775e-04 2.347387e-05 8.521752e-05 1.365666e-08 5.292633e-08 2.866371e-06 1.057977e-05 2.105531e-06 7.989038e-06 2.977933e-12 1.170461e-11 1.043722e-09 4.114997e-09 2.100562e-06 7.938187e-06 8.357877e-06 3.006543e-05 6.003272e-07 2.398810e-06 6.451035e-08 2.664304e-07 2.857843e-12 1.147540e-11 1.018345e-06 4.135242e-06 5.782791e-08 2.212673e-07 
2358.000000 1.299607e-08 4.559152e-08 5.788272e-06 2.048778e-05 2.709632e-07 9.607337e-07 1.000107e-10 4.048177e-10 9.174829e-07 3.677528e-06 8.327693e-08 3.051510e-07 1.196030e-08 4.406425e-08 7.247743e-10 2.835766e-09 1.435571e-11 5.886032e-11 2.284324e-07 8.012227e-07 5.249597e-04 1.839987e-03 8.635417e-05 3.102080e-04 1.190396e-05 4.376622e-05 6.010454e-09 2.365022e-08 2.807740e-06 1.036445e-05 2.580626e-05 9.353914e-05 8.552543e-12 3.301154e-11 1.572700e-09 6.151899e-09 2.150202e-06 8.121966e-06 4.038231e-09 1.671546e-08 2.340136e-05 8.739741e-05 9.346503e-05 3.366053e-04 5.402906e-12 2.148886e-11 1.379715e-06 5.571650e-06 3.849204e-08 1.484040e-07 
2363.000000 4.145737e-10 1.546091e-09 1.350729e-08 5.362363e-08 8.002461e-11 3.290415e-10 2.910033e-11 1.205934e-10 5.830612e-07 2.362632e-06 4.263645e-07 1.515223e-06 3.341271e-09 1.261610e-08 7.659213e-09 2.865248e-08 4.299990e-12 1.797062e-11 1.718106e-10 6.893749e-10 4.820731e-05 1.770679e-04 2.441845e-06 9.391663e-06 1.403509e-04 4.914143e-04 2.346952e-08 9.009639e-08 5.777633e-07 2.197439e-06 9.942018e-09 4.162580e-08 1.094814e-10 4.029124e-10 2.817009e-11 1.184692e-10 2.614816e-08 1.073829e-07 4.529404e-06 1.645263e-05 6.064227e-06 2.322651e-05 1.684658e-05 6.259595e-05 1.476941e-10 5.548320e-10 2.405935e-05 9.217552e-05 1.281717e-08 5.050172e-08 
2660.000000 4.962100e-09 1.765933e-08 1.818291e-09 7.265150e-09 4.068958e-07 1.418535e-06 2.465278e-08 9.021490e-08 1.802011e-03 6.256974e-03 2.721987e-07 9.704261e-07 7.124082e-10 2.767651e-09 1.004541e-10 3.996350e-10 1.674059e-09 6.173540e-09 8.561751e-09 3.200177e-08 1.103815e-08 4.658173e-08 1.020761e-08 4.301001e-08 7.110323e-08 2.819252e-07 1.857863e-10 7.590222e-10 1.629034e-07 6.374002e-07 1.167631e-08 4.801588e-08 1.106575e-12 4.345205e-12 1.498840e-09 5.750530e-09 3.237022e-05 1.150095e-04 2.341816e-08 9.286756e-08 2.276584e-03 7.981917e-03 3.602345e-06 1.357576e-05 1.883792e-09 6.690708e-09 2.531243e-06 9.855090e-06 2.591668e-10 1.098328e-09 
2670.000000 1.302574e-08 4.561872e-08 1.469648e-09 5.892644e-09 2.902017e-11 1.203232e-10 1.467159e-09 5.673092e-09 6.714845e-04 2.378154e-03 1.238866e-09 4.885820e-09 1.249558e-08 4.593801e-08 6.416990e-09 2.358682e-08 3.820103e-10 1.449591e-09 1.004127e-07 3.589650e-07 1.150148e-04 4.084291e-04 1.537002e-08 6.436714e-08 1.557356e-07 6.105025e-07 2.585385e-08 9.649752e-08 4.366870e-08 1.751353e-07 1.539199e-05 5.519739e-05 2.268344e-13 9.066664e-13 2.290292e-08 8.321745e-08 8.892628e-09 3.666716e-08 2.966865e-05 1.030006e-04 4.853929e-04 1.758587e-03 2.056532e-05 7.528525e-05 1.208777e-09 4.319800e-09 2.053142e-04 7.357576e-04 4.790607e-06 1.690154e-05 
2672.000000 7.931009e-09 2.803346e-08 2.666307e-07 9.732467e-07 3.856797e-11 1.591548e-10 4.095153e-10 1.621428e-09 1.688765e-03 5.880234e-03 9.020262e-10 3.577939e-09 7.170888e-09 2.664036e-08 2.996946e-09 1.117336e-08 4.382489e-12 1.800023e-11 1.779565e-10 7.166914e-10 3.404142e-07 1.348953e-06 1.360203e-08 5.709161e-08 1.465406e-07 5.751031e-07 1.058491e-07 3.848407e-07 2.116811e-06 7.890413e-06 3.729157e-05 1.315606e-04 1.938198e-13 7.747621e-13 2.356447e-08 8.557920e-08 1.798768e-05 6.434517e-05 9.264282e-05 3.149110e-04 2.244215e-04 8.249096e-04 2.017388e-05 7.386583e-05 4.435961e-10 1.614997e-09 3.710835e-04 1.315406e-03 8.266734e-06 2.888007e-05 
2679.000000 4.898486e-12 1.978493e-11 2.403626e-07 8.785532e-07 6.764599e-10 2.642586e-09 4.102071e-07 1.426478e-06 1.141454e-07 4.736950e-07 9.048802e-09 3.434332e-08 4.679007e-08 1.682289e-07 1.151461e-07 4.009269e-07 1.577081e-11 6.358086e-11 1.588733e-10 6.401166e-10 5.404532e-06 2.032883e-05 1.018621e-04 3.625379e-04 9.011782e-06 3.263887e-05 6.677704e-08 2.450819e-07 1.059193e-06 4.001427e-06 2.478735e-06 9.179339e-06 1.331481e-13 5.327880e-13 4.105088e-11 1.678181e-10 7.148060e-06 2.594983e-05 4.099917e-06 1.476735e-05 1.519159e-03 5.389973e-03 2.468758e-07 9.839244e-07 1.415579e-11 5.498169e-11 2.953601e-07 1.193793e-06 6.761077e-06 2.371484e-05 
2681.000000 8.589145e-12 3.436105e-11 6.893712e-07 2.464611e-06 4.535136e-11 1.864019e-10 1.000706e-06 3.423054e-06 4.651512e-07 1.877071e-06 4.491974e-09 1.726842e-08 5.207561e-08 1.868700e-07 5.092947e-07 1.725606e-06 4.446703e-09 1.619657e-08 4.589099e-11 1.890799e-10 2.381046e-08 9.898176e-08 1.000683e-04 3.562530e-04 3.094742e-05 1.095327e-04 1.294353e-06 4.503006e-06 3.550863e-07 1.368969e-06 9.724336e-08 3.817941e-07 9.831291e-14 3.919028e-13 5.787316e-11 2.351434e-10 1.703264e-05 6.086440e-05 7.321613e-06 2.609597e-05 4.130851e-03 1.442170e-02 1.142897e-06 4.427278e-06 1.632717e-12 6.546283e-12 1.885063e-04 6.749247e-04 6.639016e-06 2.329388e-05 
