# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] r[10] j[10] r[11] j[11] r[12] j[12] r[13] j[13] r[14] j[14] r[15] j[15] r[16] j[16] r[17] j[17] r[18] j[18] r[19] j[19] r[20] j[20] r[21] j[21] r[22] j[22] r[23] j[23] r[24] j[24] 
1871.000000 9.085656e-11 3.497952e-10 1.133916e-09 4.671438e-09 5.484303e-10 2.166710e-09 8.593970e-09 3.272863e-08 5.803385e-04 2.067344e-03 9.632215e-08 3.611409e-07 7.927993e-08 2.824405e-07 5.939848e-09 2.260604e-08 2.232011e-11 9.106562e-11 1.228786e-07 4.314096e-07 2.717995e-07 1.088230e-06 8.645689e-07 3.487883e-06 1.550733e-07 6.191516e-07 1.479525e-09 6.064721e-09 3.297614e-05 1.155608e-04 2.096417e-08 8.812969e-08 1.761792e-13 7.037447e-13 4.645513e-10 1.896440e-09 7.471384e-06 2.756993e-05 3.260526e-05 1.154406e-04 2.818782e-06 1.100105e-05 5.245093e-04 1.818747e-03 2.751295e-09 9.877078e-09 3.353911e-06 1.333764e-05 1.224798e-07 4.456823e-07 
1878.000000 1.076178e-09 3.958934e-09 7.594589e-07 2.783179e-06 2.438162e-07 8.612278e-07 1.191701e-10 4.908040e-10 2.125256e-04 7.727329e-04 8.992603e-10 3.689672e-09 1.173773e-09 4.541756e-09 3.200621e-07 1.133298e-06 3.200603e-11 1.301250e-10 6.612769e-08 2.355137e-07 2.415323e-04 8.512961e-04 1.027953e-05 3.957466e-05 4.902730e-05 1.762461e-04 1.004928e-07 3.811017e-07 7.227191e-08 2.845404e-07 4.900817e-06 1.861327e-05 6.720889e-10 2.422441e-09 1.896421e-08 7.242859e-08 4.705235e-07 1.826323e-06 2.116652e-07 8.238443e-07 1.914286e-04 6.922615e-04 1.514929e-06 5.878379e-06 1.017198e-10 3.880775e-10 3.096442e-06 1.235646e-05 7.583214e-09 2.895710e-08 
1882.000000 2.893587e-12 1.186724e-11 7.032745e-08 2.685296e-07 2.217749e-08 8.173560e-08 1.421153e-07 5.127018e-07 8.536215e-08 3.586741e-07 6.898068e-09 2.721883e-08 3.758966e-09 1.420554e-08 7.108160e-07 2.479651e-06 6.417886e-10 2.475364e-09 7.847843e-08 2.791635e-07 1.136114e-04 4.064588e-04 6.206055e-05 2.316185e-04 6.229512e-05 2.230310e-04 3.254061e-08 1.261106e-07 4.115119e-08 1.636991e-07 7.800843e-06 2.938662e-05 3.199626e-11 1.217444e-10 4.117328e-10 1.684812e-09 8.215544e-08 3.294026e-07 1.132133e-07 4.456710e-07 2.397481e-06 9.427822e-06 3.902718e-06 1.488066e-05 5.903042e-11 2.275153e-10 2.522839e-03 8.889508e-03 6.608518e-09 2.529531e-08 
1884.000000 2.271822e-12 9.354880e-12 9.308368e-08 3.535362e-07 1.727797e-08 6.399002e-08 8.448353e-08 3.076689e-07 1.161086e-07 4.851216e-07 2.563773e-09 1.030452e-08 4.662930e-09 1.755285e-08 4.595469e-09 1.763253e-08 9.733417e-10 3.725198e-09 1.994250e-08 7.275498e-08 2.630876e-05 9.669851e-05 3.360047e-06 1.322963e-05 5.492757e-05 1.971238e-04 2.454444e-08 9.563993e-08 7.727781e-09 3.173157e-08 1.341993e-05 5.016200e-05 3.170526e-10 1.158515e-09 6.647150e-10 2.695336e-09 1.610969e-07 6.378659e-07 2.625042e-05 9.355042e-05 2.155521e-06 8.493795e-06 3.015277e-07 1.206882e-06 3.977307e-12 1.608274e-11 9.462251e-06 3.700837e-05 5.473483e-11 2.293376e-10 
1887.000000 2.232128e-11 8.830603e-11 1.513850e-07 5.707871e-07 4.437562e-10 1.761490e-09 1.806536e-07 6.488862e-07 7.734465e-08 3.260080e-07 2.346814e-07 8.669369e-07 4.133079e-09 1.558333e-08 1.408608e-09 5.522813e-09 4.889366e-10 1.896028e-09 1.019832e-08 3.770478e-08 4.601412e-08 1.897577e-07 5.323878e-06 2.077658e-05 3.247881e-05 1.177036e-04 2.887502e-06 1.028191e-05 3.725923e-08 1.485984e-07 2.933574e-06 1.128222e-05 1.488143e-10 5.513609e-10 1.816046e-08 6.943422e-08 1.764615e-07 6.975225e-07 4.018336e-05 1.420741e-04 9.698262e-08 4.052539e-07 3.026814e-06 1.163779e-05 7.085238e-12 2.839857e-11 5.982074e-05 2.266116e-04 7.740857e-11 3.221775e-10 
1890.000000 1.340554e-10 5.130533e-10 8.720894e-08 3.322254e-07 1.009319e-08 3.783244e-08 3.131428e-07 1.113696e-06 6.109725e-05 2.276032e-04 6.015001e-08 2.278172e-07 6.852861e-09 2.558857e-08 2.300581e-10 9.350770e-10 5.770601e-07 1.962197e-06 1.277708e-08 4.705267e-08 5.726589e-05 2.067020e-04 3.119504e-06 1.227001e-05 8.670044e-05 3.083058e-04 1.860305e-08 7.268848e-08 3.386503e-08 1.353621e-07 8.879665e-08 3.649979e-07 7.952690e-10 2.854567e-09 1.855617e-08 7.080589e-08 1.727941e-07 6.818492e-07 1.049895e-06 3.970035e-06 4.663115e-04 1.661387e-03 1.797232e-06 6.978547e-06 4.533771e-11 1.763128e-10 2.954133e-04 1.085991e-03 3.111746e-10 1.260438e-09 
1901.000000 3.625374e-09 1.307708e-08 4.718810e-08 1.813246e-07 8.112011e-11 3.323354e-10 1.688927e-08 6.335293e-08 6.801788e-05 2.525005e-04 8.823471e-08 3.330160e-07 6.577251e-08 2.349386e-07 7.469220e-10 2.962067e-09 1.000180e-07 3.507289e-07 4.196934e-11 1.719635e-10 1.794397e-07 7.195031e-07 2.333581e-07 9.636282e-07 2.246318e-08 9.347005e-08 3.136732e-07 1.162470e-06 1.603071e-08 6.499295e-08 6.175514e-05 2.253832e-04 4.154582e-12 1.643605e-11 3.216521e-06 1.116989e-05 4.135379e-05 1.474167e-04 5.828220e-09 2.432048e-08 1.569267e-06 6.216052e-06 5.266686e-05 1.925875e-04 8.018465e-12 3.214307e-11 7.347984e-04 2.660486e-03 1.216680e-09 4.802773e-09 
1907.000000 9.866963e-09 3.494899e-08 7.345058e-06 2.572092e-05 1.690738e-07 6.016555e-07 4.045929e-07 1.429779e-06 7.116001e-07 2.878268e-06 8.728303e-08 3.294666e-07 6.687769e-10 2.606160e-09 4.149185e-11 1.739542e-10 1.770156e-10 6.991831e-10 2.895873e-11 1.196750e-10 7.469729e-06 2.798851e-05 1.208712e-07 5.060898e-07 4.595732e-06 1.730573e-05 3.261827e-06 1.162807e-05 3.111081e-08 1.242913e-07 3.412822e-06 1.310770e-05 8.138744e-09 2.795211e-08 8.630932e-09 3.347309e-08 8.254929e-09 3.453106e-08 1.403912e-06 5.293503e-06 2.256190e-04 8.124815e-04 1.179696e-05 4.450043e-05 8.645131e-12 3.454477e-11 2.653282e-07 1.109692e-06 6.832642e-10 2.719086e-09 
1908.000000 1.485802e-08 5.223816e-08 1.553006e-05 5.363983e-05 3.988767e-07 1.397191e-06 3.614220e-07 1.279809e-06 3.043786e-06 1.198188e-05 1.665808e-07 6.214008e-07 1.085228e-09 4.190784e-09 7.387168e-11 3.064807e-10 9.204476e-11 3.679780e-10 4.292789e-11 1.761584e-10 5.399345e-06 2.035654e-05 1.671719e-07 6.956883e-07 3.451987e-06 1.306704e-05 3.511808e-06 1.250064e-05 5.901044e-08 2.330056e-07 2.441661e-06 9.419381e-06 1.517786e-08 5.152046e-08 1.084650e-08 4.188117e-08 1.180007e-08 4.902755e-08 2.617019e-05 9.349403e-05 4.595451e-04 1.633046e-03 1.354260e-05 5.094949e-05 4.991185e-12 2.012057e-11 2.164694e-07 9.086484e-07 8.968352e-10 3.551715e-09 
1909.000000 2.738958e-08 9.520273e-08 5.775530e-08 2.207622e-07 2.460621e-07 8.696221e-07 1.948044e-07 6.976999e-07 5.900200e-06 2.294106e-05 3.757327e-07 1.380589e-06 2.008060e-09 7.668005e-09 1.273402e-09 5.015440e-09 2.339031e-09 8.788916e-09 3.476814e-11 1.432056e-10 5.045592e-06 1.904997e-05 1.836356e-05 6.994659e-05 4.999887e-06 1.879367e-05 5.880394e-06 2.073567e-05 3.563981e-08 1.420412e-07 5.449368e-06 2.071277e-05 1.400049e-08 4.759849e-08 8.468153e-09 3.284731e-08 1.112308e-08 4.626857e-08 5.940675e-05 2.090311e-04 4.860261e-04 1.725562e-03 2.325146e-05 8.660900e-05 6.845626e-13 2.802228e-12 1.901734e-07 8.002742e-07 6.938742e-10 2.761098e-09 
1912.000000 4.964136e-09 1.785155e-08 1.398999e-07 5.259678e-07 4.154505e-07 1.453950e-06 3.900586e-09 1.504277e-08 4.886654e-04 1.750997e-03 1.829272e-09 7.416074e-09 1.388833e-07 4.913830e-07 1.299799e-09 5.117599e-09 5.679337e-10 2.190983e-09 9.886231e-11 3.997585e-10 5.315137e-08 2.188806e-07 6.675080e-05 2.481527e-04 1.143834e-05 4.234125e-05 7.783728e-10 3.244081e-09 4.368319e-08 1.737664e-07 1.549990e-05 5.779074e-05 1.457724e-10 5.400847e-10 4.312622e-08 1.624790e-07 9.132477e-07 3.503535e-06 3.054816e-05 1.088258e-04 3.968205e-05 1.476792e-04 5.016568e-05 1.842285e-04 4.024151e-13 1.633760e-12 2.466194e-07 1.032611e-06 6.186206e-07 2.164460e-06 
1913.000000 6.222948e-09 2.228136e-08 2.016222e-07 7.529219e-07 1.376068e-07 4.920630e-07 3.255547e-09 1.259827e-08 4.552638e-04 1.633646e-03 3.054875e-09 1.226958e-08 1.276276e-07 4.522812e-07 8.525351e-10 3.382970e-09 6.140824e-09 2.260551e-08 6.338610e-11 2.583446e-10 5.533773e-08 2.277173e-07 8.443234e-05 3.124849e-04 1.829242e-08 7.626041e-08 1.536691e-09 6.323422e-09 4.579679e-08 1.819876e-07 5.904353e-06 2.242019e-05 2.458082e-10 9.018306e-10 5.798899e-08 2.172987e-07 6.968306e-07 2.686334e-06 2.177098e-05 7.783990e-05 1.868786e-05 7.052708e-05 3.708832e-07 1.489096e-06 5.056996e-13 2.062595e-12 3.328610e-04 1.216863e-03 9.909304e-07 3.437022e-06 
1914.000000 3.292446e-09 1.192720e-08 5.822555e-10 2.428522e-09 1.409170e-07 5.036437e-07 1.832983e-09 7.168453e-09 3.171425e-04 1.145609e-03 1.795596e-09 7.283408e-09 1.447510e-07 5.116926e-07 8.816437e-09 3.344157e-08 5.011115e-09 1.851471e-08 3.073177e-11 1.268725e-10 9.452029e-08 3.850698e-07 1.476123e-04 5.407346e-04 2.291438e-08 9.514352e-08 2.674229e-09 1.089088e-08 5.157799e-08 2.045288e-07 1.159679e-05 4.348619e-05 2.283357e-09 8.036083e-09 3.132932e-08 1.187569e-07 6.800581e-07 2.622509e-06 2.701590e-05 9.621356e-05 1.004614e-05 3.834630e-05 2.324463e-07 9.412698e-07 2.596725e-13 1.036121e-12 4.954426e-04 1.797709e-03 2.262898e-06 7.729984e-06 
1915.000000 2.804473e-09 1.019006e-08 8.272753e-10 3.428544e-09 7.434601e-08 2.689254e-07 1.084183e-07 3.923886e-07 1.712552e-04 6.256991e-04 2.060734e-08 7.971983e-08 1.435241e-09 5.527053e-09 6.554440e-09 2.499474e-08 9.673801e-09 3.530448e-08 2.384966e-09 9.073760e-09 4.132501e-08 1.709835e-07 2.745318e-07 1.131914e-06 2.444216e-08 1.013666e-07 2.037899e-09 8.340554e-09 1.454181e-08 5.900291e-08 5.980462e-06 2.269959e-05 3.616028e-09 1.261813e-08 4.558817e-10 1.873045e-09 4.630279e-07 1.798336e-06 1.378786e-05 4.971105e-05 7.468810e-06 2.866487e-05 1.392542e-07 5.693299e-07 1.278057e-10 4.852832e-10 1.092507e-03 3.906893e-03 4.884138e-06 1.644915e-05 
1918.000000 8.452566e-12 3.408033e-11 3.177568e-10 1.340241e-09 1.163655e-09 4.553684e-09 8.067714e-08 2.936362e-07 4.179601e-05 1.570281e-04 3.336596e-08 1.279333e-07 2.308448e-09 8.812155e-09 6.701352e-09 2.554264e-08 5.127271e-11 2.057050e-10 1.219907e-09 4.699699e-09 6.170483e-06 2.320285e-05 2.623221e-07 1.082381e-06 5.199369e-06 1.949277e-05 1.482816e-06 5.368346e-06 3.646662e-08 1.454604e-07 8.391355e-07 3.295360e-06 6.275194e-11 2.359833e-10 2.200752e-10 9.161060e-10 3.626929e-08 1.474315e-07 2.820719e-05 1.003530e-04 9.267264e-06 3.534424e-05 1.658813e-07 6.761125e-07 1.868781e-10 7.045879e-10 4.885913e-04 1.773972e-03 1.815916e-07 6.511564e-07 
1920.000000 1.521165e-12 6.304164e-12 5.637719e-10 2.347866e-09 5.467223e-09 2.078882e-08 9.253180e-08 3.358178e-07 4.335843e-05 1.628054e-04 1.681022e-08 6.527699e-08 7.474434e-10 2.916692e-09 3.098664e-07 1.099580e-06 1.299408e-10 5.124616e-10 2.695209e-09 1.023052e-08 2.009213e-05 7.391978e-05 3.016064e-07 1.241067e-06 9.629138e-06 3.568154e-05 7.158066e-07 2.626937e-06 3.861597e-06 1.411219e-05 6.964364e-07 2.743803e-06 7.334312e-11 2.749597e-10 1.787680e-09 7.173434e-09 4.728901e-08 1.912632e-07 1.022069e-06 3.866266e-06 2.399384e-05 8.992887e-05 4.459719e-06 1.711246e-05 4.110989e-09 1.461721e-08 3.063117e-05 1.169315e-04 9.068873e-08 3.294870e-07 
1923.000000 1.470127e-12 6.092403e-12 9.947846e-10 4.099609e-09 9.879498e-08 3.566277e-07 1.467520e-10 6.005905e-10 1.570409e-07 6.551467e-07 1.251141e-10 5.318270e-10 5.896191e-10 2.311052e-09 5.301595e-07 1.862702e-06 2.865374e-10 1.116154e-09 3.409132e-12 1.452852e-11 5.438001e-06 2.049673e-05 1.158913e-04 4.267355e-04 1.358813e-05 4.998159e-05 6.275265e-08 2.402727e-07 1.034512e-06 3.874160e-06 4.925023e-06 1.869199e-05 1.766188e-10 6.513600e-10 1.100023e-09 4.454247e-09 6.544463e-07 2.525080e-06 1.759623e-06 6.591240e-06 1.958849e-05 7.362099e-05 6.868064e-07 2.732559e-06 3.789331e-09 1.349495e-08 8.791468e-06 3.435130e-05 4.164883e-10 1.673568e-09 
1925.000000 1.703978e-12 7.049613e-12 1.574365e-09 6.432451e-09 1.043539e-07 3.763271e-07 1.191663e-10 4.895618e-10 1.141983e-07 4.792804e-07 1.096695e-10 4.672570e-10 1.197667e-07 4.252182e-07 2.790683e-07 9.921696e-07 2.252165e-10 8.811674e-10 4.575347e-12 1.943447e-11 1.372955e-07 5.550170e-07 5.802269e-04 2.073727e-03 2.870784e-05 1.041440e-04 1.894640e-09 7.752609e-09 4.293485e-09 1.782104e-08 6.042922e-06 2.284660e-05 2.034082e-11 7.806530e-11 2.804374e-09 1.115935e-08 2.248078e-07 8.846722e-07 2.401392e-06 8.955842e-06 1.563527e-05 5.900919e-05 9.963999e-07 3.937323e-06 1.999237e-09 7.200743e-09 3.029859e-05 1.155749e-04 5.316193e-10 2.126155e-09 
1931.000000 3.153019e-12 1.290542e-11 2.761353e-07 1.023974e-06 8.246835e-08 2.989159e-07 4.335505e-11 1.814849e-10 2.444711e-04 8.906849e-04 8.224596e-07 2.977169e-06 7.249102e-08 2.596722e-07 7.206948e-08 2.633510e-07 3.762506e-08 1.333458e-07 5.631446e-09 2.103106e-08 6.218583e-06 2.338955e-05 3.618447e-07 1.482780e-06 1.544921e-08 6.445544e-08 1.693560e-09 6.945577e-09 4.685750e-09 1.941867e-08 1.784702e-07 7.193775e-07 7.614517e-12 2.978127e-11 3.080413e-08 1.171149e-07 2.169788e-04 7.498159e-04 1.757524e-05 6.325405e-05 5.027314e-07 2.014186e-06 3.695576e-05 1.364100e-04 4.972426e-12 1.990774e-11 3.684645e-07 1.527967e-06 7.208390e-10 2.868273e-09 
