# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] 
2219.000000 7.500195 8.877164 8.294835 9.671343 7.521761 8.898722 8.475738 9.852085 7.910904 9.287677 7.817344 9.194169 8.085065 9.461729 7.736431 9.113297 7.868897 9.245693 7.732000 9.108867 
2238.000000 7.445067 8.822057 8.249664 9.626208 7.560867 8.937812 8.398185 9.774604 7.996268 9.372989 7.798030 9.174864 8.068170 9.444846 7.753721 9.130578 7.859231 9.236033 7.762641 9.139493 
2240.000000 7.454013 8.831000 8.236192 9.612746 7.554455 8.931402 8.405674 9.782086 8.008807 9.385520 7.808470 9.185299 8.046361 9.423050 7.753866 9.130722 7.865692 9.242490 7.750412 9.127270 
2252.000000 7.429108 8.806104 8.158896 9.535508 7.521664 8.898624 8.511096 9.887408 7.981318 9.358048 7.817090 9.193914 8.021374 9.398080 7.721323 9.098196 7.872400 9.249194 7.729997 9.106865 
2253.000000 7.424803 8.801801 8.171949 9.548552 7.527314 8.904272 8.528405 9.904700 7.976774 9.353508 7.823515 9.200336 8.023544 9.400248 7.716861 9.093735 7.861805 9.238605 7.731908 9.108775 
2254.000000 7.423188 8.800186 8.175823 9.552423 7.522000 8.898961 8.525983 9.902280 7.973141 9.349876 7.824446 9.201266 8.033014 9.409712 7.709441 9.086320 7.856717 9.233520 7.737358 9.114223 
2256.000000 7.440451 8.817443 8.193314 9.569901 7.524131 8.901091 8.556400 9.932666 7.983347 9.360076 7.823497 9.200318 8.008147 9.384861 7.714435 9.091311 7.860484 9.237285 7.736144 9.113010 
2264.000000 7.442939 8.819931 8.198061 9.574645 7.544200 8.921151 8.528400 9.904695 8.032095 9.408794 7.791699 9.168537 7.979117 9.355849 7.716900 9.093775 7.819317 9.196140 7.725343 9.102214 
2268.000000 7.444530 8.821521 8.212083 9.588656 7.547595 8.924545 8.490552 9.866884 8.051886 9.428572 7.794369 9.171205 8.005059 9.381775 7.713921 9.090797 7.805810 9.182640 7.735613 9.112478 
2272.000000 7.453945 8.830932 8.217858 9.594427 7.557753 8.934699 8.513167 9.889477 8.043913 9.420604 7.780966 9.157809 8.014493 9.391203 7.725254 9.102125 7.798902 9.175736 7.723301 9.100172 
2274.000000 7.450630 8.827618 8.217126 9.593695 7.555052 8.931999 8.485368 9.861706 8.031162 9.407861 7.789715 9.166554 8.032556 9.409255 7.722605 9.099477 7.797673 9.174507 7.675267 9.052161 
2279.000000 7.456054 8.833040 8.151409 9.528027 7.572581 8.949520 8.517442 9.893748 8.026848 9.403550 7.780778 9.157621 8.040115 9.416808 7.725916 9.102786 7.797741 9.174575 7.678488 9.055381 
2281.000000 7.459810 8.836794 8.150964 9.527582 7.561095 8.938040 8.522386 9.898687 8.035749 9.412445 7.787524 9.164363 8.042256 9.418948 7.712352 9.089229 7.800903 9.177736 7.678619 9.055511 
2284.000000 7.469628 8.846609 8.131640 9.508272 7.569381 8.946322 8.593092 9.969319 8.040076 9.416769 7.792981 9.169818 8.041647 9.418339 7.705377 9.082258 7.788304 9.165144 7.668357 9.045255 
2285.000000 7.475052 8.852031 8.137117 9.513745 7.568824 8.945766 8.575010 9.951256 8.036171 9.412867 7.788834 9.165673 8.033958 9.410656 7.713562 9.090438 7.792400 9.169237 7.665318 9.042217 
2291.000000 7.508568 8.885534 8.102831 9.479483 7.582687 8.959622 8.575476 9.951722 8.042553 9.419245 7.760451 9.137304 7.968234 9.344972 7.723801 9.100673 7.802696 9.179528 7.664310 9.041209 
2293.000000 7.503071 8.880039 8.101291 9.477944 7.570081 8.947022 8.581546 9.957785 8.025211 9.401914 7.748632 9.125491 7.979142 9.355874 7.718741 9.095615 7.806652 9.183482 7.656507 9.033410 
2294.000000 7.499391 8.876360 8.100461 9.477114 7.574907 8.951846 8.582560 9.958798 8.021049 9.397755 7.755454 9.132310 7.978509 9.355241 7.711487 9.088365 7.805199 9.182029 7.661741 9.038642 
2297.000000 7.501725 8.878694 8.116334 9.492977 7.572925 8.949864 8.582214 9.958452 8.026598 9.403301 7.756159 9.133014 7.965079 9.341819 7.722277 9.099149 7.802554 9.179385 7.660718 9.037619 
2300.000000 7.499692 8.876661 8.115838 9.492481 7.557795 8.934741 8.584980 9.961216 8.016433 9.393142 7.771130 9.147978 7.955082 9.331828 7.716553 9.093428 7.799992 9.176825 7.681192 9.058084 
2303.000000 7.495647 8.872618 8.133371 9.510001 7.556937 8.933883 8.589283 9.965514 8.015997 9.392707 7.765685 9.142536 7.967059 9.343798 7.706165 9.083045 7.787424 9.164264 7.674116 9.051011 
2305.000000 7.497976 8.874946 8.125961 9.502597 7.589054 8.965987 8.621500 9.997696 8.030424 9.407124 7.754660 9.131516 7.969179 9.345917 7.700970 9.077852 7.785357 9.162198 7.683269 9.060160 
2306.000000 7.493572 8.870543 8.122939 9.499577 7.595626 8.972556 8.608062 9.984273 8.037884 9.414579 7.755309 9.132165 7.971413 9.348150 7.709120 9.085999 7.785964 9.162804 7.690322 9.067210 
2312.000000 7.476679 8.853658 8.080374 9.457041 7.600468 8.977396 8.544104 9.920383 8.069835 9.446509 7.746160 9.123021 7.962167 9.338910 7.685640 9.062529 7.834297 9.211112 7.684598 9.061488 
2601.000000 7.471021 8.848001 7.966504 9.343244 7.582962 8.959898 8.646859 10.023027 7.932084 9.308844 7.832402 9.209218 7.969254 9.345992 7.716182 9.093057 7.951616 9.328365 7.669121 9.046018 
2606.000000 7.458379 8.835365 7.975743 9.352478 7.591369 8.968301 8.610232 9.986440 7.924792 9.301557 7.840616 9.217427 7.957697 9.334442 7.708485 9.085363 7.926987 9.303750 7.685737 9.062626 
2620.000000 7.418031 8.795032 8.007584 9.384299 7.581517 8.958453 8.628505 10.004694 7.922781 9.299547 7.860769 9.237570 7.970669 9.347406 7.711553 9.088430 7.930884 9.307645 7.658042 9.034944 
2626.000000 7.414983 8.791984 8.025397 9.402101 7.564640 8.941583 8.662970 10.039119 7.929208 9.305970 7.821390 9.198212 7.986545 9.363273 7.707058 9.083938 7.973977 9.350712 7.662299 9.039200 
2629.000000 7.420555 8.797555 8.026144 9.402847 7.565331 8.942274 8.642623 10.018796 7.927169 9.303932 7.826096 9.202915 8.008785 9.385498 7.699260 9.076143 7.969865 9.346602 7.650323 9.027229 
2631.000000 7.418902 8.795902 8.025273 9.401976 7.554718 8.931665 8.648212 10.024378 7.929990 9.306751 7.823145 9.199966 8.000926 9.377644 7.703820 9.080701 7.963108 9.339850 7.644223 9.021132 
2635.000000 7.409487 8.786490 8.015495 9.392205 7.566163 8.943106 8.669884 10.046026 7.928778 9.305540 7.809687 9.186515 7.980160 9.356892 7.669004 9.045902 7.983956 9.360685 7.645902 9.022810 
2638.000000 7.401457 8.778464 8.005599 9.382315 7.562420 8.939364 8.685544 10.061667 7.931299 9.308060 7.812599 9.189426 7.974457 9.351192 7.666590 9.043488 7.985958 9.362686 7.616020 8.992941 
2640.000000 7.392681 8.769690 8.001430 9.378148 7.570040 8.946981 8.673299 10.049437 7.977184 9.353917 7.806603 9.183433 7.978989 9.355722 7.667144 9.044042 8.000844 9.377563 7.604290 8.981216 
2646.000000 7.388996 8.766006 7.995876 9.372598 7.592364 8.969296 8.664605 10.040752 7.982335 9.359065 7.780985 9.157828 7.963556 9.340298 7.680362 9.057254 8.004335 9.381051 7.616051 8.992972 
2655.000000 7.393491 8.770500 8.036660 9.413356 7.537418 8.914372 8.674449 10.050585 7.968959 9.345698 7.753413 9.130269 7.980805 9.357536 7.688444 9.065332 8.069763 9.446438 7.635488 9.012400 
2657.000000 7.410970 8.787973 8.045837 9.422527 7.534589 8.911544 8.712366 10.088457 7.981566 9.358296 7.752661 9.129518 7.989682 9.366408 7.690708 9.067595 8.092299 9.468958 7.636832 9.013744 
2659.000000 7.422064 8.799063 8.037473 9.414168 7.532471 8.909427 8.722847 10.098926 7.983594 9.360323 7.758779 9.135633 7.992606 9.369330 7.686286 9.063175 8.085759 9.462423 7.631188 9.008102 
2661.000000 7.422705 8.799703 8.035415 9.412112 7.540058 8.917011 8.720121 10.096203 7.978698 9.355430 7.764698 9.141549 7.973840 9.350575 7.718662 9.095536 8.077862 9.454531 7.636146 9.013058 
2662.000000 7.426267 8.803264 8.047756 9.424445 7.546170 8.923121 8.738840 10.114899 7.972741 9.349477 7.757624 9.134478 7.963898 9.340639 7.723234 9.100106 8.079299 9.455967 7.640296 9.017206 
2666.000000 7.419331 8.796331 8.041388 9.418081 7.557109 8.934055 8.730005 10.106075 7.980106 9.356838 7.766958 9.143808 7.950000 9.326749 7.715147 9.092023 8.089316 9.465977 7.643580 9.020489 
2668.000000 7.428364 8.805360 8.039619 9.416313 7.568418 8.945360 8.736059 10.112122 7.981159 9.357890 7.753540 9.130397 7.947951 9.324702 7.709784 9.086662 8.080018 9.456685 7.641909 9.018819 
