# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] r[10] j[10] r[11] j[11] r[12] j[12] r[13] j[13] r[14] j[14] 
18.000000 42.799625 41.439891 19.887397 18.484669 9.980516 8.427059 17.006977 15.376272 27.855331 26.434059 24.034090 22.606715 21.668004 20.240605 28.978181 27.512676 39.749359 38.356392 39.492588 38.179173 18.535048 17.110135 45.258449 43.850679 52.173764 50.739465 22.718332 21.244980 26.192369 24.716953 
19.000000 42.129247 40.756368 20.101137 18.700711 10.457802 8.911699 16.678962 15.043990 28.073168 26.652961 25.185172 23.773072 20.893874 19.454296 29.631827 28.175841 41.148226 39.771352 40.165143 38.857341 17.770559 16.334567 46.353373 44.957971 51.468929 50.032043 22.594559 21.123053 26.137757 24.666548 
20.000000 42.796011 41.433887 19.668605 18.261811 10.153957 8.594872 17.105689 15.481446 27.225767 25.794457 24.445897 23.021283 19.611252 18.154781 29.624843 28.169942 40.411096 39.023625 40.612173 39.307293 16.456152 15.003793 44.906805 43.502446 52.007135 50.580730 23.649692 22.190724 26.145229 24.677824 
21.000000 42.646283 41.281025 21.822031 20.428651 10.141264 8.593355 16.974540 15.344538 29.200485 27.777782 24.152814 22.723801 20.136006 18.687851 30.015040 28.570198 41.312209 39.931492 40.954410 39.653321 17.277916 15.834799 45.748322 44.350814 52.205211 50.777760 24.142047 22.687449 26.992569 25.535290 
22.000000 43.638221 42.282735 21.005446 19.602485 9.997731 8.450987 17.033127 15.415048 29.019579 27.593146 23.113689 21.668152 19.048734 17.584703 29.921961 28.470232 40.374014 38.977251 40.612269 39.304582 16.788181 15.336291 44.672109 43.263286 52.348714 50.918771 24.223195 22.769019 26.517119 25.051369 
23.000000 44.169236 42.823704 20.210862 18.795959 10.489522 8.955001 17.102924 15.499596 28.990769 27.568124 24.001368 22.566961 19.091315 17.625149 30.051899 28.599151 40.059059 38.658362 41.452382 40.153922 17.379480 15.939152 44.921074 43.519756 51.664635 50.217604 25.411336 23.973807 27.082712 25.626616 
24.000000 45.784276 44.453978 19.947160 18.527128 10.612832 9.077968 16.910172 15.305607 28.237963 26.803331 23.236030 21.793064 19.548591 18.093790 29.332438 27.870890 40.814757 39.426143 41.027315 39.721006 18.671260 17.248057 44.402862 43.000558 51.805564 50.351062 26.256746 24.831728 26.891470 25.418347 
25.000000 42.370185 40.996607 20.552031 19.139188 10.611082 9.078030 17.055175 15.464174 28.497815 27.069216 24.464082 23.035962 19.271968 17.816735 28.177946 26.701722 41.264758 39.881631 40.060577 38.742628 18.181819 16.751809 45.069116 43.669430 51.705424 50.248989 26.977774 25.560438 23.045969 21.489079 
26.000000 42.915549 41.548587 12.660103 11.106752 10.663001 9.131378 17.485876 15.905387 27.806510 26.364880 24.489531 23.059216 18.965297 17.507998 28.279839 26.808915 40.747930 39.361991 38.863684 37.529926 17.334061 15.890238 45.160614 43.766327 52.570027 51.126727 26.363246 24.938443 23.522305 21.970754 
27.000000 42.303738 40.929573 13.342739 11.801222 11.064558 9.544887 18.173800 16.605676 27.819034 26.372534 24.801099 23.375915 19.526269 18.077547 27.916118 26.444367 40.161356 38.769944 37.821389 36.479457 16.263814 14.806704 46.218206 44.834978 52.845533 51.412659 30.956015 29.591349 23.560267 22.001192 
28.000000 42.122464 40.740429 14.199441 12.673503 10.529095 8.996846 29.245056 27.867353 28.201526 26.765207 24.519492 23.087453 18.277238 16.811661 26.145378 24.669134 41.080715 39.702459 24.650610 23.107136 16.962097 15.515153 45.230616 43.833080 53.237248 51.803729 31.052471 29.692323 23.813385 22.256499 
29.000000 41.339794 39.949309 13.346706 11.804129 10.776805 9.253121 29.676345 28.303923 27.711352 26.267609 24.932329 23.485457 18.927104 17.470137 25.491396 24.006370 41.019642 39.640304 25.011014 23.478217 16.489034 15.037394 45.248431 43.845334 53.230507 51.791013 30.013458 28.640128 23.354952 21.781839 
30.000000 40.497397 39.100990 13.187050 11.645525 18.919900 17.527526 29.695582 28.325851 27.449351 26.001760 24.549025 23.094512 19.194894 17.740419 24.429293 22.930440 41.459760 40.088555 25.487378 23.957901 17.339765 15.903435 46.272499 44.881549 52.300390 50.853575 31.041323 29.680556 23.726133 22.165921 
31.000000 40.402826 39.008755 13.261192 11.719001 17.907616 16.501076 30.420289 29.062899 28.343119 26.909433 23.864069 22.400863 19.733001 18.293933 23.897189 22.384153 39.961561 38.573715 24.971180 23.425204 16.964886 15.519776 45.724942 44.332087 52.751014 51.317231 30.717710 29.351069 23.055357 21.483422 
32.000000 39.317811 37.909786 13.136792 11.591456 17.456426 16.045789 31.279378 29.935183 27.305822 25.861334 23.073010 21.597337 18.877949 17.426190 24.192480 22.681228 39.057641 37.653980 25.190054 23.641774 16.017500 14.557390 45.810661 44.423928 53.066250 51.644626 31.744515 30.386815 23.245259 21.681356 
33.000000 38.071165 36.649334 13.341719 11.805561 18.573163 17.175805 30.579356 29.225403 26.762343 25.311563 31.070284 29.705596 19.036899 17.584914 24.898895 23.394861 39.862785 38.467791 24.903286 23.352556 15.945528 14.484217 38.617000 37.121012 51.133829 49.713192 31.967324 30.611216 23.624125 22.062347 
34.000000 38.250712 36.828358 13.048281 11.506662 19.158953 17.770803 29.449302 28.082048 26.131767 24.674238 32.076364 30.725387 19.802410 18.362393 24.738706 23.229127 39.003481 37.621299 26.387721 24.827188 16.486289 15.033085 38.025410 36.521673 50.415959 48.988054 33.026232 31.679894 23.980599 22.435901 
35.000000 37.529371 36.100343 13.088905 11.549387 18.879832 17.487219 29.041840 27.666249 26.020700 24.566590 30.958154 29.596312 19.780820 18.343558 25.487403 23.994050 39.757090 38.383055 26.156579 24.582678 16.790396 15.344750 37.760876 36.248275 50.415731 48.981494 34.064414 32.732321 23.887442 22.344119 
36.000000 38.284765 36.869754 13.165462 11.623901 19.923081 18.541836 28.306657 26.920594 24.853426 23.383934 30.492210 29.127352 20.094167 18.658984 24.885364 23.381164 39.714024 38.341708 26.747077 25.182536 16.686560 15.237650 38.215624 36.719548 50.062109 48.617230 32.492852 31.144945 23.328835 21.777088 
37.000000 39.597428 38.197739 13.629316 12.094427 20.997589 19.629684 28.604431 27.221229 24.704069 23.227444 28.914908 27.533453 19.122974 17.672446 24.763434 23.251244 38.540071 37.154422 27.218079 25.661732 20.652259 19.258265 38.254256 36.755637 50.002279 48.549394 34.057266 32.725784 22.526916 20.961540 
38.000000 39.747901 38.344768 13.833059 12.301844 21.751187 20.395442 28.558418 27.171606 25.197013 23.726338 27.829041 26.432170 18.762119 17.309670 25.404999 23.911508 38.470707 37.086621 27.425817 25.879966 20.693479 19.298321 38.482418 36.982745 51.013786 49.570833 35.559811 34.233742 22.727839 21.172495 
39.000000 40.871866 39.472111 12.995989 11.447965 21.414846 20.055460 29.561255 28.186267 25.156525 23.681593 28.210750 26.815337 19.830445 18.392163 23.553862 22.046051 39.132751 37.757356 28.150827 26.618456 19.821517 18.412101 38.683949 37.180946 52.103044 50.670903 36.381454 35.062496 22.143851 20.573331 
40.000000 42.077042 40.692739 13.946412 12.415274 20.359266 18.999516 29.533475 28.159949 25.013370 23.532410 27.029930 25.620776 19.521095 18.075122 23.491265 21.983122 40.739913 39.380247 28.363448 26.836845 19.291964 17.872613 38.885069 37.386391 50.907609 49.464871 36.560537 35.243940 21.722829 20.143344 
41.000000 41.893927 40.509548 14.548661 13.031837 20.354164 18.995159 28.288650 26.902675 25.861601 24.390446 25.635370 24.210513 18.996652 17.542026 23.474721 21.960464 41.708413 40.358551 28.535585 27.007069 18.699612 17.273804 39.665241 38.180974 50.129880 48.682388 37.801116 36.500597 22.727866 21.147258 
42.000000 41.399763 40.006736 15.688133 14.172030 20.775444 19.422084 28.863307 27.481507 28.569592 27.115095 24.800837 23.361265 19.373896 17.922875 22.946275 21.421462 40.797635 39.440573 28.394155 26.867409 18.654370 17.240772 40.238316 38.769653 50.666662 49.218456 37.568946 36.264761 23.128574 21.559256 
43.000000 42.097552 40.711243 15.221649 13.698227 20.243990 18.883698 27.399363 26.009809 29.613030 28.175641 26.137234 24.714560 20.690827 19.256442 22.057915 20.519619 40.769811 39.414344 29.099776 27.587276 19.108302 17.697823 39.741102 38.268566 49.942101 48.490622 36.259920 34.943499 22.728118 21.143017 
44.000000 42.577587 41.192250 14.657012 13.126023 21.321619 19.976661 28.274129 26.893019 29.436436 27.996618 25.676258 24.249847 21.887884 20.465393 21.862019 20.322043 39.832554 38.465537 29.912345 28.410728 18.230453 16.808658 38.959817 37.471003 49.779546 48.321165 35.730025 34.407566 22.764173 21.190652 
45.000000 41.958373 40.567951 14.547847 13.016069 21.471009 20.130142 27.816461 26.427450 30.666546 29.243718 24.868216 23.442469 22.184702 20.766509 21.479369 19.935723 39.808266 38.443235 30.893674 29.407230 17.593387 16.164570 39.698818 38.221573 49.273473 47.806346 34.717019 33.383755 22.698581 21.119409 
46.000000 41.193801 39.788285 14.828159 13.302019 20.826926 19.477670 28.526965 27.149421 30.692130 29.267968 25.886567 24.474936 22.222539 20.808252 21.229399 19.677939 40.073882 38.710631 31.761636 30.288284 16.759793 15.321619 39.487344 38.006906 49.708368 48.249776 35.386837 34.063436 22.771378 21.186620 
47.000000 40.999980 39.586686 15.425459 13.915008 19.387191 18.022703 29.235707 27.869003 29.484348 28.046477 27.169375 25.771475 22.683154 21.278902 21.661989 20.123646 40.076488 38.726654 32.113131 30.638983 17.307782 15.880477 39.672290 38.197925 50.623230 49.170051 34.839237 33.512136 22.961446 21.388959 
48.000000 40.478646 39.057547 14.935438 13.417264 19.703119 18.342867 28.885092 27.516421 29.069361 27.629980 26.821270 25.418374 23.146782 21.748814 21.268600 19.721358 40.454242 39.110195 32.564155 31.094642 18.148295 16.731799 39.493203 38.009219 51.576184 50.137676 33.887657 32.549376 23.453100 21.896890 
49.000000 37.237061 35.766869 15.490763 13.987281 18.569009 17.195474 27.991286 26.612379 29.824745 28.396189 27.724119 26.331930 23.678564 22.290014 21.137602 19.579158 39.878126 38.527893 31.904367 30.430437 17.652177 16.227524 40.774437 39.295851 46.141178 44.617399 35.184746 33.859235 23.819145 22.274947 
50.000000 36.427353 34.948412 15.305858 13.801377 19.384111 18.019874 28.282711 26.904397 31.008133 29.593045 27.437461 26.043964 24.465171 23.089661 21.232157 19.688446 39.468080 38.117413 32.625581 31.158863 16.845819 15.409221 41.267005 39.795326 46.083800 44.569731 36.014734 34.694104 23.325730 21.774655 
51.000000 36.703347 35.223115 16.025635 14.531418 19.934990 18.576461 28.181754 26.798435 30.269786 28.847988 26.323820 24.916606 23.513537 22.125663 21.479385 19.935578 39.318656 37.962865 32.455378 30.982576 16.780010 15.345847 41.917874 40.453117 44.244673 42.726991 36.669081 35.359062 23.501501 21.958060 
52.000000 35.634151 34.137369 16.311540 14.818847 19.604872 18.239494 27.316907 25.918456 29.360772 27.922795 27.011486 25.613754 22.115807 20.712341 21.530590 19.987155 39.501154 38.144932 32.128452 30.654708 16.198381 14.757526 41.992267 40.523443 44.045219 42.513515 37.582255 36.285818 24.128633 22.595339 
53.000000 35.852779 34.353268 16.395238 14.901684 19.841323 18.476990 28.432118 27.048725 29.361202 27.927244 26.365069 24.956506 22.790112 21.392520 21.149845 19.596109 39.846022 38.498709 31.649154 30.172376 16.919776 15.492416 41.073152 39.592926 44.480306 42.957516 37.647229 36.353376 24.414347 22.880801 
54.000000 36.507512 35.012818 16.190560 14.688977 19.160226 17.789300 27.308955 25.910500 28.975690 27.539552 27.333731 25.940697 22.907413 21.513534 20.576736 19.007468 40.718461 39.379556 31.254954 29.765787 16.697862 15.269608 40.872331 39.395282 44.875795 43.359689 38.963084 37.685947 24.186655 22.644596 
55.000000 37.292911 35.810573 16.596117 15.100296 8.049038 6.490629 26.810877 25.404249 28.741981 27.300813 27.979434 26.593781 22.994610 21.602706 20.752249 19.192805 40.743381 39.403923 32.508537 31.036239 17.642140 16.229725 40.001788 38.508597 46.236217 44.737206 40.538922 39.275814 24.619998 23.094308 
56.000000 40.218823 38.749577 16.249258 14.743758 7.353688 5.781314 27.457229 26.057317 27.664787 26.209254 29.472460 28.103962 24.104416 22.727154 20.314109 18.751039 41.716611 40.384983 32.596960 31.127978 17.487360 16.075406 40.187874 38.692879 46.160905 44.666749 40.797427 39.536162 23.986954 22.453333 
57.000000 39.441439 37.958770 15.702128 14.193574 7.186250 5.615910 27.280606 25.875934 28.720994 27.277195 28.618660 27.237505 22.930196 21.540744 20.199407 18.641049 43.025677 41.705860 33.706217 32.250659 16.617810 15.194439 40.126422 38.634721 44.912137 43.405775 42.650352 41.405844 23.363040 21.819953 
58.000000 39.043386 37.555723 17.017616 15.534080 7.685103 6.131246 27.340653 25.934326 29.084978 27.647477 28.142553 26.756690 23.653349 22.269989 20.651211 19.100925 41.776753 40.440014 30.909967 29.407782 15.741529 14.308772 40.477251 38.986771 45.798255 44.301103 41.210083 39.952641 23.699827 22.161083 
59.000000 39.573003 38.102409 16.625626 15.139088 7.171206 5.608618 28.255579 26.860216 29.246050 27.806282 27.006965 25.609514 22.272635 20.874185 20.883398 19.340418 40.386997 39.035246 30.864802 29.355550 15.104655 13.665047 39.592891 38.088426 44.514776 43.003100 42.526216 41.281452 24.515512 22.992416 
60.000000 39.101268 37.622354 16.878044 15.396385 6.932056 5.361458 27.515925 26.110403 29.807133 28.379630 26.957934 25.563093 22.590525 21.193339 20.518884 18.973622 40.730955 39.382469 31.553514 30.049729 15.173041 13.750551 40.157627 38.661024 45.528455 44.033954 40.700226 39.439037 24.334237 22.808259 
61.000000 39.622031 38.148142 17.470237 16.001979 7.207622 5.639907 28.665290 27.271389 28.916434 27.480087 25.451883 24.018945 23.183846 21.797676 20.904498 19.371255 41.471821 40.134195 31.650211 30.145365 15.021751 13.599629 39.630259 38.121406 45.621076 44.136420 39.642795 38.370709 24.349352 22.825555 
62.000000 40.339495 38.879012 17.737158 16.273498 7.396604 5.835539 24.184728 22.733639 28.482967 27.039061 26.429559 25.008867 24.297463 22.925631 21.244183 19.717284 40.819411 39.471767 32.121824 30.632608 13.804235 12.366401 38.908892 37.389706 46.617154 45.148670 39.027553 37.749721 24.590014 23.071872 
63.000000 41.512984 40.064757 19.029463 17.582957 6.961035 5.393579 25.006639 23.570050 29.677434 28.255083 26.244680 24.822900 25.850956 24.495874 22.320626 20.810436 40.541747 39.195527 31.885477 30.395602 13.277702 11.828923 38.243460 36.711796 47.153633 45.692657 38.710435 37.426858 25.375773 23.868342 
64.000000 42.958572 41.525874 18.746335 17.298567 6.383618 4.802800 25.491458 24.061852 29.174827 27.744877 27.499446 26.093566 27.619578 26.274828 22.870480 21.376049 40.924631 39.586414 30.770669 29.265549 16.705925 15.309081 36.641138 35.121667 46.707585 45.243644 39.336370 38.061206 25.557290 24.058043 
65.000000 43.667844 42.252124 18.157931 16.702350 6.442346 4.860457 26.493927 25.075718 29.428427 28.000973 26.716145 25.303653 28.980922 27.649873 20.778964 19.273228 41.650894 40.318662 30.124416 28.612011 16.361623 14.958244 36.760245 35.246393 47.312128 45.857995 21.528433 20.014736 25.057138 23.541749 
66.000000 44.667085 43.265328 18.278031 16.823816 6.564523 4.985687 26.386228 24.963696 28.245109 26.801536 27.084071 25.679117 29.538436 28.212511 21.335693 19.838403 40.877991 39.553909 30.622131 29.112940 16.582130 15.180323 42.747313 41.330824 48.721418 47.284090 21.643535 20.127300 25.618492 24.114088 
67.000000 45.395217 43.997244 17.349959 15.882098 6.736594 5.168747 26.421904 25.003348 27.202513 25.746434 27.592509 26.193303 29.381503 28.050908 20.899787 19.396684 41.903645 40.589405 31.212921 29.716565 16.917968 15.520788 42.590543 41.165745 49.763307 48.342088 22.126385 20.619968 25.226013 23.709851 
68.000000 45.069226 43.665788 17.753287 16.293093 6.705097 5.137256 25.761502 24.329884 26.086438 24.617308 28.298074 26.906149 29.098033 27.763269 20.400197 18.889570 42.784479 41.476693 30.279956 28.770743 15.730781 14.316813 42.787595 41.362568 50.103604 48.687326 22.118178 20.606938 25.992023 24.489723 
69.000000 44.702256 43.297992 16.795479 15.318763 6.420621 4.846714 25.019325 23.573761 26.570392 25.110266 27.598209 26.200017 30.543099 29.225338 20.209853 18.689335 33.277021 31.847206 30.287994 28.782414 15.975449 14.567466 43.984676 42.571297 50.745919 49.332558 22.061204 20.549647 26.288553 24.789405 
70.000000 43.099884 41.679429 16.146907 14.658627 6.265461 4.680922 24.810238 23.360416 26.617913 25.157067 27.164791 25.762062 31.191492 29.880006 20.588408 19.071956 33.081019 31.652764 30.165689 28.660307 15.075560 13.657511 43.967585 42.550720 51.396175 49.984235 23.107220 21.585177 26.810954 25.321493 
71.000000 43.532358 42.121878 16.791936 15.311050 6.175154 4.593582 24.909885 23.460770 25.633958 24.156186 28.452535 27.063221 31.468986 30.158618 21.175754 19.671421 32.873477 31.441891 28.979364 27.457156 14.511130 13.082315 45.722161 44.322512 49.910071 48.485066 23.481695 21.967642 27.641032 26.161371 
72.000000 44.269778 42.870996 16.959542 15.484454 6.782327 5.215049 25.063833 23.613436 25.512183 24.027249 29.540793 28.162985 30.785175 29.468738 21.660824 20.168035 31.972574 30.528423 29.185099 27.660478 15.054799 13.632641 45.503476 44.097203 49.258481 47.822329 22.967075 21.447705 28.001198 26.526731 
73.000000 43.576619 42.162042 17.721848 16.237936 6.164267 4.581757 24.929258 23.479534 26.140741 24.667569 30.175775 28.804621 16.597403 15.075825 22.080736 20.592290 31.278668 29.819097 29.172826 27.644585 14.680548 13.251081 44.934941 43.516925 48.250972 46.804145 23.060090 21.538412 27.451896 25.971604 
74.000000 43.474040 42.062936 17.366138 15.872630 6.335455 4.755971 26.234974 24.802347 25.562472 24.083929 31.269980 29.908818 17.482069 15.974767 21.903215 20.412767 31.332275 29.869973 29.315368 27.795969 15.493765 14.076333 45.338845 43.931410 48.657243 47.212205 22.707256 21.173428 28.182653 26.710209 
75.000000 43.604781 42.193053 18.354459 16.874672 5.766933 4.170178 27.110857 25.689201 24.499850 23.005414 31.322507 29.974646 16.996266 15.475428 21.744048 20.250182 31.371469 29.914320 28.805143 27.279417 14.832443 13.405950 44.647447 43.231712 49.203920 47.773109 23.014683 21.481756 28.280278 26.807926 
76.000000 43.375647 41.960417 17.342012 15.846491 5.522499 3.920860 27.573256 26.158519 24.200593 22.697390 30.133421 28.770595 17.470311 15.957514 29.932231 28.555809 31.754652 30.305893 29.650270 28.136253 14.785428 13.346784 44.036745 42.611178 49.709552 48.277574 22.300557 20.756133 28.160561 26.680721 
77.000000 42.481921 41.057281 17.741469 16.252363 5.796843 4.199360 26.691483 25.261092 23.588089 22.074974 30.540117 29.181459 17.813792 16.304377 30.403277 29.036197 31.480202 30.030277 30.654030 29.154847 15.714942 14.291102 44.120653 42.691538 48.677509 47.230814 22.631050 21.100718 28.947042 27.480301 
78.000000 36.387456 34.850988 16.862573 15.361750 6.012660 4.424344 26.585715 25.148551 23.270256 21.746700 29.015205 27.639401 17.720806 16.214361 31.042308 29.681316 31.971520 30.532103 30.719036 29.222411 16.566044 15.156381 43.601177 42.188601 48.422923 46.971498 22.609579 21.075119 29.016095 27.538079 
79.000000 36.407115 34.862747 15.955687 14.442241 5.906458 4.314689 26.063183 24.615905 23.111430 21.587632 29.054096 27.681146 18.217277 16.725023 29.653373 28.276102 31.010068 29.559445 30.406772 28.898309 17.662418 16.265495 43.706885 42.290605 49.240158 47.801003 22.755402 21.219638 29.063353 27.582620 
80.000000 36.659182 35.125766 16.262691 14.751176 5.615830 4.015340 26.797035 25.360615 22.337932 20.803914 27.609756 26.219658 18.392920 16.900184 29.023684 27.636163 31.577541 30.130076 30.969707 29.477054 16.841730 15.431989 43.308927 41.884477 50.371384 48.944549 23.376071 21.847976 29.919006 28.448271 
81.000000 36.482151 34.945763 16.840204 15.336199 5.997878 4.409793 25.596515 24.144642 22.967064 21.449655 26.680044 25.277549 17.642631 16.137794 28.985435 27.597224 31.289050 29.838076 31.535911 30.047719 17.324678 15.918907 43.838749 42.418261 50.465209 49.047341 22.556832 21.014784 29.030613 27.543130 
82.000000 37.341740 35.818508 15.775313 14.255047 5.673680 4.076168 25.284047 23.824335 23.961127 22.430800 27.473105 26.079603 17.919669 16.417789 30.270408 28.897167 30.442139 28.981827 30.519401 29.016905 16.319430 14.902381 43.991201 42.569280 49.361436 47.931304 23.355065 21.828804 29.144989 27.662637 
83.000000 36.301989 34.765167 15.869384 14.347479 6.084709 4.494243 26.521459 25.077019 23.518585 21.983762 28.530923 27.150788 18.538499 17.043117 29.436514 28.053527 31.271554 29.820916 31.825772 30.340255 16.050350 14.627058 44.589794 43.175948 48.641652 47.196412 23.088251 21.562086 28.791980 27.306458 
84.000000 35.893511 34.355523 15.752925 14.228711 6.074835 4.487355 27.494854 26.063766 22.946464 21.406196 27.883052 26.494577 18.018493 16.511658 28.248420 26.853687 32.310741 30.876858 31.974156 30.495751 17.258382 15.852024 43.514022 42.091335 48.148935 46.703803 22.376578 20.841557 29.396054 27.926407 
85.000000 35.646709 34.100612 16.154026 14.633950 6.407098 4.826312 28.506370 27.085270 22.527632 20.983394 27.465015 26.067781 19.008714 17.517701 29.138067 27.758472 33.026687 31.598114 30.967887 29.476317 17.400485 15.993653 44.907531 43.500397 45.508126 44.015006 22.488556 20.945772 29.462097 27.995015 
86.000000 34.805114 33.242541 15.582424 14.050991 6.340228 4.755468 28.342403 26.920634 22.427332 20.887391 26.591877 25.179029 18.950603 17.457649 30.573075 29.209908 31.730010 30.286082 30.981815 29.487951 18.458305 17.064131 45.970399 44.578048 44.946284 43.451316 22.590522 21.055751 29.503629 28.038737 
87.000000 34.640341 33.063433 16.095637 14.579124 6.212646 4.626293 28.518412 27.095703 22.740396 21.204918 26.576790 25.164423 19.494571 18.002486 30.336013 28.966702 31.957976 30.518405 31.442475 29.953402 18.533888 17.138749 44.768026 43.363202 44.274686 42.766526 22.471512 20.934650 29.979733 28.524397 
