# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] 
13.000000 12.161706 10.617907 25.506680 24.103576 13.528181 12.091211 30.873237 29.443042 19.718386 18.183636 17.320472 15.952710 14.299399 12.773899 21.777680 20.266212 25.161116 23.643301 17.870804 16.525536 
14.000000 11.855924 10.302596 25.553280 24.148902 13.730023 12.297754 31.551186 30.131968 20.248134 18.730560 17.688280 16.328826 13.921654 12.378902 21.704672 20.186927 24.553783 23.020732 17.537053 16.182477 
15.000000 12.306301 10.770153 26.076601 24.682690 13.349732 11.906282 31.034585 29.604447 20.375194 18.856987 17.419873 16.053217 14.065884 12.532103 21.193847 19.663092 24.771220 23.254310 18.317428 16.979616 
16.000000 12.300427 10.763997 26.210393 24.822751 13.718253 12.288830 31.275879 29.850904 20.457989 18.944699 16.980177 15.604136 13.800155 12.251860 21.021382 19.481491 24.684555 23.167184 17.863331 16.514502 
17.000000 12.105345 10.562022 26.056356 24.660859 13.452490 12.017335 31.572722 30.164295 20.330675 18.816192 16.618360 15.231979 13.953740 12.408822 20.927951 19.385661 24.382300 22.862134 18.489061 17.153039 
18.000000 11.729590 10.170695 25.866132 24.462924 13.834609 12.412521 31.775070 30.380578 20.659257 19.162094 17.057543 15.683020 13.900274 12.359835 20.956482 19.405287 24.045969 22.510565 19.093000 17.772575 
19.000000 11.818650 10.266839 25.090764 23.671682 13.831499 12.409854 31.302758 29.896571 20.801413 19.308101 17.734545 16.374730 13.846197 12.301423 20.730058 19.165690 24.381024 22.858022 18.514711 17.180751 
20.000000 11.818700 10.272619 24.444876 23.012241 13.347984 11.912951 31.758514 30.369278 21.202381 19.722394 17.145345 15.770484 14.053082 12.512846 20.758490 19.193160 24.612375 23.091808 18.364509 17.025390 
21.000000 12.171319 10.636725 23.903344 22.453438 13.438937 12.006183 32.300347 30.927268 21.142464 19.656432 17.421435 16.052516 13.613573 12.058021 20.788591 19.225255 24.684064 23.170255 18.165259 16.819479 
22.000000 12.016324 10.475564 24.358245 22.919993 13.094683 11.650251 31.858815 30.469073 20.761173 19.263248 17.267710 15.897193 13.458784 11.893745 21.240558 19.692930 24.728790 23.218152 18.737534 17.405710 
23.000000 11.892875 10.350278 23.777868 22.325882 13.601782 12.170262 32.275337 30.889406 20.742730 19.246855 17.791202 16.434284 13.261433 11.681196 21.344365 19.799918 24.316056 22.790075 19.521996 18.206162 
24.000000 12.026684 10.493091 23.583985 22.123965 13.788133 12.362567 32.420825 31.046115 20.913476 19.429690 17.896152 16.543633 13.198644 11.605468 21.289359 19.744705 28.592714 27.205518 19.277532 17.959029 
25.000000 11.703883 10.158064 24.189019 22.742997 13.878187 12.454869 32.090682 30.711305 20.901121 19.422921 18.026098 16.674632 13.150352 11.563926 20.991029 19.440954 28.069270 26.667252 18.937443 17.608272 
26.000000 11.866254 10.330559 24.289335 22.852599 13.439858 12.002432 33.157492 31.785811 21.169286 19.702345 18.652732 17.317938 13.424351 11.851332 21.013558 19.469119 28.104023 26.699268 18.380379 17.035582 
27.000000 11.557313 10.005230 24.631713 23.201540 11.387416 9.876035 33.242296 31.876284 21.224887 19.756023 16.099150 14.703004 13.434015 11.854629 20.967939 19.430520 28.664524 27.269339 18.634414 17.294749 
28.000000 11.429385 9.872029 24.384624 22.941083 10.611114 9.085896 33.177355 31.810392 21.622788 20.160632 17.010727 15.621606 13.377330 11.787400 21.542209 20.021242 29.409573 28.029027 18.803081 17.470050 
29.000000 11.298771 9.735682 24.340158 22.901523 10.845103 9.329805 32.465115 31.086381 21.715699 20.251784 17.187235 15.805022 13.079660 11.476017 21.956984 20.450337 28.992163 27.605339 19.115016 17.788406 
30.000000 11.507980 9.952358 23.575140 22.119558 10.917985 9.402772 32.716854 31.348976 21.829620 20.364107 17.401442 16.024462 18.855972 17.471147 24.484678 23.062006 29.230950 27.852744 19.284565 17.962328 
31.000000 11.224713 9.652990 23.021625 21.552251 11.105073 9.598232 32.976040 31.608094 21.578864 20.106532 17.924764 16.560133 18.677793 17.291445 25.436511 24.008283 29.719580 28.348044 19.337879 18.024825 
32.000000 10.967348 9.380102 23.457189 22.002183 10.958787 9.448561 31.374836 29.966290 21.820485 20.361068 17.705711 16.338702 18.624448 17.240053 25.248200 23.808480 29.450981 28.073835 19.497092 18.186980 
33.000000 10.900699 9.307075 23.716372 22.266934 10.572965 9.047088 31.825248 30.421451 21.415249 19.944677 18.143388 16.787758 18.701526 17.317937 25.042398 23.601040 29.349088 27.974083 18.998210 17.677256 
34.000000 11.873103 10.331200 23.614234 22.159792 10.222537 8.681432 31.634630 30.229963 20.954132 19.467232 18.441519 17.095791 18.665886 17.283059 25.382446 23.945649 30.115056 28.744579 18.463461 17.129506 
35.000000 11.641609 10.091044 23.778613 22.316453 10.381685 8.853249 31.588560 30.188656 19.933892 18.414771 17.804668 16.442675 18.977879 17.604006 25.278549 23.840486 30.486515 29.124813 18.917342 17.592267 
36.000000 11.348926 9.781199 23.742325 22.284534 10.691100 9.179860 31.945852 30.555539 19.934995 18.419443 17.835882 16.477487 19.743094 18.386102 25.454570 24.024165 31.006804 29.659496 12.301436 10.789311 
37.000000 11.693631 10.142680 23.033169 21.558895 10.732947 9.224078 31.614236 30.211300 19.841311 18.322331 17.150016 15.774884 19.260988 17.889303 25.953541 24.532651 30.795945 29.446042 12.689333 11.192762 
38.000000 11.832006 10.284377 22.710011 21.221064 10.833230 9.331358 31.695846 30.302576 19.941272 18.421419 17.459374 16.089561 19.228547 17.854609 25.348693 23.914111 30.559291 29.198491 12.432371 10.924761 
39.000000 11.869095 10.317405 22.593061 21.094637 10.365653 8.847682 31.570964 30.167517 20.010574 18.485615 17.151202 15.772771 18.465715 17.075359 25.132643 23.696583 30.329233 28.967087 12.554220 11.048874 
40.000000 11.880543 10.325172 22.292037 20.785575 10.646020 9.136433 31.680730 30.275665 19.932461 18.405042 17.795388 16.433029 18.816797 17.436602 25.503523 24.077702 29.667472 28.293009 12.837412 11.345400 
41.000000 12.004555 10.455055 22.595430 21.097106 11.030543 9.534698 31.211398 29.791841 20.003817 18.486009 18.062968 16.710252 18.438402 17.044950 25.295433 23.864034 30.351225 28.988785 13.044099 11.560347 
42.000000 12.010571 10.459353 22.758689 21.270019 10.599307 9.090956 31.546855 30.139629 19.699750 18.174855 18.004924 16.653235 18.186633 16.790243 25.402218 23.972283 30.842910 29.497361 12.914348 11.426707 
43.000000 12.101732 10.559527 22.676949 21.183811 10.482899 8.970262 31.880184 30.484803 19.614413 18.088831 17.334254 15.967997 18.188902 16.795626 25.429645 24.007321 31.363496 30.024161 12.812309 11.320258 
44.000000 12.106931 10.559090 22.785157 21.291304 10.447998 8.931853 30.994893 29.582895 19.710924 18.191961 17.926076 16.573415 17.779814 16.378315 25.502989 24.077337 29.979234 28.605065 13.346676 11.869355 
45.000000 12.167156 10.615961 23.181284 21.703875 10.065168 8.531908 30.725626 29.312465 20.215255 18.710462 17.430744 16.066007 17.897435 16.500513 26.205110 24.795114 30.414269 29.054911 13.542200 12.074484 
46.000000 12.442822 10.904901 23.544463 22.076848 10.156090 8.625756 30.457163 29.042757 19.660605 18.138741 18.049691 16.698518 18.179354 16.790624 26.762258 25.363276 31.059108 29.710895 13.966804 12.510702 
47.000000 12.395431 10.854113 23.207594 21.730865 9.994039 8.453734 30.465880 29.052992 20.085013 18.572563 18.207410 16.857253 18.505278 17.123422 26.725747 25.332062 30.791802 29.443622 13.546203 12.079030 
48.000000 12.573185 11.042699 22.749850 21.264452 9.941974 8.401718 29.908014 28.482684 19.869862 18.355901 18.087600 16.733507 18.280826 16.892889 26.251413 24.848878 31.657611 30.324264 13.763962 12.302342 
49.000000 12.389555 10.851015 22.180404 20.680837 10.262607 8.736707 30.169171 28.755855 19.983784 18.471453 17.861143 16.500595 18.541293 17.159251 25.868943 24.457214 32.458317 31.140102 13.933624 12.476113 
50.000000 12.095133 10.543557 21.839264 20.330134 10.484748 8.968005 30.429244 29.020829 19.908743 18.393641 17.317599 15.942184 18.634738 17.258542 26.341841 24.947352 32.124573 30.801572 13.775928 12.309628 
51.000000 12.029364 10.469111 22.005665 20.502864 10.722624 9.213243 31.157345 29.766085 20.201613 18.695277 17.042531 15.659082 18.653741 17.280548 26.660778 25.272083 31.720346 30.385155 13.624965 12.150178 
52.000000 11.955256 10.386254 22.428857 20.941252 10.733009 9.225408 31.171748 29.773335 19.913685 18.403303 16.590085 15.193578 17.986703 16.596779 26.168007 24.762080 31.360781 30.022396 14.173922 12.713381 
53.000000 11.848031 10.272042 22.811533 21.336663 10.724791 9.217847 31.456143 30.061881 19.916571 18.407932 16.348632 14.946581 18.588883 17.213503 26.356937 24.961096 30.541877 29.189487 14.313137 12.854023 
54.000000 11.699860 10.108276 22.872391 21.400437 11.052094 9.560089 33.059742 31.692674 20.277173 18.771690 16.547354 15.151467 18.058858 16.670608 26.662215 25.274787 29.998937 28.630259 14.656506 13.210253 
55.000000 11.783644 10.201729 23.050302 21.584293 10.974960 9.476515 32.583016 31.201915 20.208162 18.694200 16.311483 14.907271 18.242652 16.860648 26.837122 25.456037 30.185483 28.826430 14.736552 13.293175 
56.000000 12.021392 10.453790 22.490848 20.999936 10.687552 9.180399 32.458436 31.074602 20.367584 18.855859 16.033841 14.622754 18.255061 16.857582 27.232520 25.866488 29.754223 28.387288 14.378769 12.927736 
57.000000 11.934825 10.369494 22.016513 20.511421 10.832057 9.332643 32.535202 31.160051 20.214892 18.693991 16.555227 15.156972 18.617731 17.232665 26.779212 25.396370 30.093208 28.728877 14.060586 12.601436 
58.000000 11.876861 10.306324 21.566219 20.049945 10.209385 8.706345 32.660393 31.294605 19.943227 18.410686 16.615461 15.220529 18.471474 17.079166 26.722366 25.335945 30.273523 28.909093 13.866587 12.399720 
59.000000 11.535456 9.951219 21.806518 20.296216 10.557357 9.065589 32.319591 30.944508 20.128723 18.603817 17.081029 15.700039 17.897660 16.489690 26.182012 24.779131 30.521741 29.160883 14.215486 12.761515 
60.000000 11.836133 10.265749 21.328529 19.804973 10.571776 9.077663 32.780056 31.420549 20.094086 18.573872 16.595913 15.200568 18.155692 16.756244 25.557032 24.140459 29.693066 28.314975 14.448641 13.000529 
