# date r[0] j[0] r[1] j[1] r[2] j[2] r[3] j[3] r[4] j[4] r[5] j[5] r[6] j[6] r[7] j[7] r[8] j[8] r[9] j[9] 
2238.000000 10.331866 8.834894 20.708248 19.123594 8.458094 6.982224 44.429913 42.958219 17.896157 16.418254 33.852372 32.468134 18.434542 16.947599 15.896264 14.330386 18.415602 16.897772 15.871788 14.393145 
2240.000000 10.328489 8.822878 20.748060 19.173186 9.101151 7.647521 44.844442 43.379989 17.981145 16.513321 34.360125 32.996160 19.279996 17.811432 15.707381 14.124407 18.204544 16.683391 16.308965 14.841429 
2252.000000 10.020208 8.501573 26.164511 24.799081 9.663495 8.238022 44.899130 43.509243 20.214987 18.804546 33.849262 32.459476 18.788275 17.311449 15.452798 13.861885 17.134016 15.563943 18.478845 17.094693 
2253.000000 10.072752 8.555606 25.772182 24.413252 9.854668 8.435979 44.384882 42.987445 19.919670 18.499937 34.604982 33.226074 18.985219 17.519724 15.303336 13.711086 17.077569 15.510177 18.114128 16.722126 
2254.000000 9.763137 8.235121 25.291368 23.924805 9.962501 8.545180 43.842630 42.432843 20.256810 18.849335 34.538490 33.155394 19.490578 18.042215 15.600858 14.018932 16.878423 15.304910 17.604683 16.198059 
2256.000000 10.010520 8.492529 25.295972 23.923681 10.821778 9.431092 43.601402 42.184296 19.470881 18.044016 36.195112 34.838887 19.071267 17.605099 16.053367 14.491272 16.624515 15.038092 18.664264 17.282592 
2264.000000 10.267893 8.763353 25.098152 23.737608 11.855980 10.496404 41.451486 39.943475 19.447318 17.993831 34.045699 32.669876 19.489110 18.053241 15.355532 13.790867 20.233974 18.796991 18.950659 17.577636 
2268.000000 10.259524 8.760101 24.619760 23.246811 11.202159 9.822520 40.297853 38.751465 20.233503 18.804205 34.621231 33.253325 18.051421 16.573931 15.780504 14.242946 20.341722 18.908399 19.370517 18.005700 
2272.000000 10.993606 9.522985 22.123314 20.695265 11.196655 9.815924 39.611450 38.053631 21.393255 19.994355 30.713624 29.214218 18.262607 16.794860 17.001587 15.511718 20.293380 18.857946 19.700186 18.344457 
2274.000000 10.842697 9.379014 21.400376 19.955706 11.652002 10.283374 39.499072 37.928153 19.336873 17.876149 31.154085 29.645977 21.097295 19.711697 16.905774 15.406177 19.324432 17.862840 21.427113 20.098593 
2279.000000 11.491092 10.047955 20.429770 18.949206 10.182118 8.782359 40.791050 39.225749 18.128211 16.632726 31.076068 29.563463 20.812609 19.419731 17.709227 16.234967 18.845054 17.371948 17.646902 16.212261 
2281.000000 11.006197 9.550772 20.571710 19.094903 9.818002 8.411010 41.308198 39.762482 18.577822 17.091262 30.877847 29.363538 22.164950 20.805518 16.465335 14.932200 18.599577 17.118935 17.620704 16.181234 
2284.000000 11.086167 9.631042 20.555174 19.075181 7.616463 6.143266 40.971408 39.413065 18.227376 16.711860 29.811207 28.284616 21.320648 19.942681 16.661235 15.125370 17.765869 16.262336 17.305957 15.860620 
2285.000000 11.015061 9.560622 20.336777 18.855919 7.200799 5.716196 40.217176 38.655721 18.198396 16.678218 29.227677 27.685222 21.716717 20.346401 16.379834 14.836625 18.091458 16.594064 17.365198 15.920087 
2291.000000 11.587809 10.149493 21.625264 20.176136 6.812571 5.320573 40.492484 38.939342 17.261240 15.713005 30.404836 28.895300 22.712939 21.365463 17.178328 15.644473 19.806722 18.349293 16.315529 14.840202 
2293.000000 12.363875 10.947341 21.928885 20.493034 6.742083 5.251047 40.021008 38.479160 17.131010 15.579986 30.046392 28.522963 23.300147 21.965821 17.736718 16.214529 20.348866 18.913660 15.978436 14.498448 
2294.000000 12.310145 10.889389 22.204725 20.775196 6.498201 5.000355 39.144843 37.586083 17.227284 15.674620 30.482966 28.969537 23.784283 22.461247 17.915033 16.399595 20.403631 18.971535 16.124093 14.652095 
2297.000000 12.018360 10.589287 21.349776 19.907500 6.733082 5.247865 37.589230 36.011147 16.716396 15.131823 30.528371 29.036018 24.585375 23.276758 18.294128 16.778555 19.916525 18.464271 16.509444 15.050493 
2300.000000 11.583228 10.133632 20.685887 19.222795 6.344802 4.846411 37.412095 35.834342 16.568538 14.987480 30.376601 28.879874 17.629258 16.129052 18.719068 17.189594 20.756402 19.325996 16.990967 15.547244 
2303.000000 9.665180 8.141017 24.246573 22.881081 6.432248 4.922665 40.136020 38.682251 17.353554 15.814224 30.016975 28.511990 16.732868 15.212831 18.664607 17.143136 21.425453 20.020649 16.608839 15.155138 
2305.000000 9.032640 7.482554 23.296449 21.912639 6.634851 5.129827 39.922112 38.467108 16.880950 15.319521 30.017394 28.502920 16.277400 14.746934 18.953859 17.439118 21.368165 19.967095 16.248421 14.778244 
2306.000000 8.823167 7.260635 23.013858 21.623753 6.598481 5.088914 39.423799 37.962938 16.947248 15.393332 34.909306 33.548509 16.154491 14.613834 18.697771 17.170516 20.824644 19.410362 16.296163 14.831614 
2312.000000 8.923003 7.366420 23.362243 21.969317 9.556205 8.134714 40.788051 39.276748 17.051220 15.483487 34.744142 33.393149 15.584167 14.039220 19.658569 18.171665 21.031208 19.624349 16.386687 14.945720 
2601.000000 12.902386 11.525828 22.135580 20.647320 11.551161 10.220627 47.057514 45.637524 19.984468 18.556534 35.272201 33.922036 16.045388 14.621147 25.514628 24.136260 20.794433 19.373936 21.125421 19.801371 
2606.000000 14.255075 12.906270 21.931185 20.418646 4.382551 2.834376 44.778071 43.311312 19.257228 17.801151 33.554236 32.167393 15.832439 14.400221 26.484973 25.126467 19.815469 18.362757 21.178627 19.852410 
2620.000000 10.670176 9.242209 21.767584 20.246204 5.294423 3.777570 42.798073 41.311202 19.926429 18.514631 28.724071 27.200827 12.899945 11.369747 21.952401 20.469023 19.103281 17.666802 18.309166 16.911787 
2626.000000 12.035537 10.644674 21.105739 19.561378 6.404493 4.936118 43.687314 42.219037 20.037611 18.630825 28.796689 27.276971 13.061423 11.555033 22.170132 20.690037 19.959008 18.547736 19.749420 18.403297 
2629.000000 11.388660 9.978854 21.519690 19.998596 5.717773 4.226824 45.487939 44.055934 20.052914 18.648796 28.562857 27.035546 13.822133 12.332626 21.361226 19.845043 19.077677 17.644885 19.200498 17.839778 
2631.000000 11.660446 10.254691 21.747176 20.227772 5.052946 3.534036 45.391538 43.953980 20.354184 18.950575 28.229229 26.697562 14.457856 12.986785 21.360423 19.854914 19.867015 18.455224 20.386272 19.052819 
2635.000000 10.719990 9.286129 21.985569 20.479305 6.322055 4.837057 47.744730 46.330471 20.071992 18.667279 27.374341 25.818014 13.707062 12.224906 23.085252 21.633093 19.939325 18.532224 20.175244 18.837744 
2638.000000 11.171701 9.746703 21.550203 20.025938 9.431422 8.038279 47.640663 46.214138 19.903929 18.502088 27.904544 26.349795 13.855557 12.384238 22.979789 21.516786 19.710161 18.296112 20.161353 18.821127 
2640.000000 8.344896 6.820975 21.691133 20.168227 10.714035 9.351896 46.933078 45.493449 16.486380 14.971975 28.163889 26.607063 14.409576 12.955685 22.663858 21.183224 20.461701 19.068057 20.066733 18.723270 
2646.000000 7.743754 6.188408 25.316972 23.901254 11.132055 9.781925 48.194508 46.790035 16.951803 15.449061 28.820090 27.285928 13.003621 11.505964 23.011825 21.565404 19.659082 18.236861 14.221710 12.694402 
2655.000000 9.107789 7.604469 23.145783 21.709544 13.666539 12.372613 48.729327 47.359601 17.675155 16.190712 27.800391 26.264329 12.521194 11.012372 23.093026 21.643648 20.029145 18.620907 15.414105 13.914180 
2657.000000 9.637598 8.151961 23.380916 21.954431 14.112262 12.828618 48.517694 47.117760 17.396564 15.907998 27.777326 26.246383 12.699545 11.202038 23.668533 22.226688 19.180608 17.751986 15.889551 14.405530 
2659.000000 9.799669 8.321972 23.464291 22.040293 13.756071 12.463659 46.756201 45.332655 17.563091 16.070894 27.691739 26.158905 13.144494 11.659986 25.678484 24.263961 18.881286 17.448937 16.116283 14.636845 
2661.000000 10.356317 8.894887 23.037884 21.598999 14.927254 13.660005 46.551569 45.113206 17.759507 16.269878 27.390609 25.843564 13.968346 12.508084 25.600302 24.179840 19.287437 17.864980 15.303544 13.794320 
2662.000000 10.528669 9.074063 23.065574 21.631369 15.250860 13.995310 46.662770 45.229006 18.058614 16.579668 27.230253 25.681068 13.532052 12.055413 26.290046 24.882525 19.711532 18.303130 15.010877 13.488757 
2666.000000 10.517914 9.058606 23.111396 21.673038 14.283012 13.007081 46.064467 44.626444 21.988810 20.616705 30.620566 29.196157 14.013386 12.553027 25.328180 23.886450 21.120523 19.752774 14.886225 13.370841 
2668.000000 10.446335 8.984295 23.169059 21.722429 14.247752 12.970141 45.960051 44.516629 22.112394 20.740199 31.844835 30.446582 13.761328 12.294297 23.858425 22.373199 22.209056 20.868672 14.990158 13.478002 
